title,price,fridge_price,rating,fridge_ratings,fridge_reviews,description,discount
Whirlpool 185 L Direct Cool Single Door 1 Star Refrigerator,"₹12,860","12,860",15 Ratings & 1 Reviews,15,�1 ,Normal CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,14% off
Whirlpool 190 L Direct Cool Single Door 3 Star Refrigerator,"₹16,018","16,018","1,685 Ratings & 149 Reviews","1,685",�149 ,Non Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,15% off
Kelvinator 93 L Direct Cool Single Door 1 Star Refrigerator,"₹11,330","11,330",184 Ratings & 14 Reviews,184,�14 ,rotaryBuilt-in Stabilizer1 year on product and 5 year only compressor warranty,26% off
Whirlpool 235 L Frost Free Double Door 2 Star Refrigerator,"₹23,879","23,879",12 Ratings & 0 Reviews,12,�0 ,"Digital InverterBuilt-in Stabilizer1 Year on product, 10 years on compressor",19% off
Lloyd 240 L Frost Free Double Door 2 Star Refrigerator,"₹24,875","24,875",N/A,#VALUE!,#VALUE!,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,34% off
"IFB 197 L Direct Cool Single Door 5 Star Refrigerator  with Powered by E-Tech, with Extraordinary Stor...","₹15,490","15,490",335 Ratings & 30 Reviews,335,�30 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,23% off
Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,"₹13,940","13,940",N/A,#VALUE!,#VALUE!,"Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product, 10 Years Warranty on Compressor",45% off
SAMSUNG 301 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹39,300","39,300",10 Ratings & 0 Reviews,10,�0 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,21% off
Voltas Beko by A Tata Product 340 L Frost Free French Door Bottom Mount 2 Star Refrigerator,"₹28,340","28,340",N/A,#VALUE!,#VALUE!,"Inverter CompressorBuilt-in Stabilizer2 year comprehensive, additional 08 year on compressor",32% off
Kelvinator 93 L Direct Cool Single Door 1 Star Refrigerator,"₹11,340","11,340",236 Ratings & 17 Reviews,236,�17 ,Normal1 Year on Product,26% off
realme TechLife 236 L Frost Free Double Door 2 Star Refrigerator,"₹21,990","21,990",82 Ratings & 16 Reviews,82,�16 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,45% off
Lloyd 310 L Frost Free Double Door 2 Star Refrigerator,"₹26,990","26,990",31 Ratings & 4 Reviews,31,�4 ,Fixed speedBuilt-in Stabilizer1 Year Domestic Warranty on Product and Additional 9 Years on Compressor,32% off
Haier 175 L Direct Cool Single Door 2 Star Refrigerator,"₹13,306","13,306",22 Ratings & 1 Reviews,22,�1 ,NormalBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,19% off
Electrolux 360 L Frost Free Double Door Bottom Mount 1 Star Refrigerator  with Inverter Bottom Freezer...,"₹51,990","51,990",3 Ratings & 0 Reviews,3,�0 ,Inverter1 Year Standard Warranty on Product and 9 Years Additional Warranty on Compressor (Refrigerant or Gas is Chargeable),38% off
Midea 661 L Frost Free Side by Side Refrigerator,"₹71,990","71,990",6 Ratings & 1 Reviews,6,�1 ,DC Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Midea,34% off
Electrolux 600 L Frost Free Multi-Door Refrigerator  with Inverter with TasteLockPlus Technology Ultim...,"₹1,01,990","1,01,990",N/A,#VALUE!,#VALUE!,Inverter1 Year Standard Warranty on Product and 9 Years Additional Warranty on Compressor (Refrigerant or Gas is Chargeable),43% off
Haier 325 L Frost Free Double Door 3 Star Convertible Refrigerator  with 3-Star 14 In 1 Convertible Mo...,"₹34,490","34,490","1,223 Ratings & 126 Reviews","1,223",�126 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,32% off
Haier 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹16,190","16,190","13,149 Ratings & 1,071 Reviews","13,149","�1,071 ",Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,33% off
SAMSUNG 322 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹36,990","36,990",N/A,#VALUE!,#VALUE!,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,32% off
Godrej 268 L Direct Cool Single Door 3 Star Refrigerator  with Turbo Cooling Technology Ensuring Faste...,"₹23,399","23,399","3,578 Ratings & 314 Reviews","3,578",�314 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,21% off
Lloyd by Havells 225 L Direct Cool Single Door 3 Star Refrigerator,"₹15,990","15,990",44 Ratings & 5 Reviews,44,�5 ,Inverter CompressorBuilt-in Stabilizer1 Year Domestic Warranty on Product and Additional 9 Years on Compressor,17% off
SAMSUNG 183 L Direct Cool Single Door 2 Star Refrigerator,"₹15,300","15,300",8 Ratings & 0 Reviews,8,�0 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,14% off
Godrej 233 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹21,990","21,990",N/A,#VALUE!,#VALUE!,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and  10 Years Warranty on Compressor,30% off
Haier 328 L Frost Free Double Door Top Mount 3 Star Convertible Refrigerator  with Convertible 14-in-1...,"₹33,990","33,990","2,177 Ratings & 205 Reviews","2,177",�205 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,35% off
Whirlpool 260 L Frost Free Triple Door Refrigerator,"₹29,490","29,490",10 Ratings & 2 Reviews,10,�2 ,"Digital InverterBuilt-in Stabilizer1 Year on product, 10 years on compressor",25% off
Kelvinator 93 L Direct Cool Single Door 1 Star Refrigerator,"₹11,040","11,040",20 Ratings & 1 Reviews,20,�1 ,Reciprocating CompressorBuilt-in Stabilizer1 Year on Product and 5 Years on Compressor,28% off
Godrej 180 L Direct Cool Single Door 2 Star Refrigerator,"₹14,579","14,579",N/A,#VALUE!,#VALUE!,Fixed Speed Compressor1 Year full warranty on fridge and 10 Years on compressor,25% off
Midea 482 L Frost Free Side by Side Refrigerator,"₹38,990","38,990",375 Ratings & 43 Reviews,375,�43 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor,44% off
SAMSUNG 184 L Direct Cool Single Door 2 Star Refrigerator,"₹16,500","16,500",8 Ratings & 0 Reviews,8,�0 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,13% off
ONIDA 195 L Direct Cool Single Door 2 Star Refrigerator,"₹12,999","12,999",N/A,#VALUE!,#VALUE!,"ReciprocatingBuilt-in StabilizerWarranty will be provide by Company from date of purchase, Customer Need to Call, Company for any type of servie and warranty.",36% off
Whirlpool 235 L Frost Free Double Door 2 Star Refrigerator,"₹23,490","23,490",35 Ratings & 1 Reviews,35,�1 ,Intellisense InverterBuilt-in Stabilizer1 year Comprehensive + 9 years on Compressor,23% off
Godrej 185 L Direct Cool Single Door 4 Star Refrigerator,"₹14,490","14,490","12,370 Ratings & 1,231 Reviews","12,370","�1,231 ",Fixed Speed CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor From Godrej,12% off
Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator,"₹15,440","15,440","16,660 Ratings & 1,051 Reviews","16,660","�1,051 ",Normal Compressor1 Year on Product and 10 Years on Compressor From Whirlpool,21% off
Whirlpool 207 L Direct Cool Single Door 5 Star Refrigerator,"₹18,325","18,325","16,660 Ratings & 1,051 Reviews","16,660","�1,051 ",Normal Compressor1 Year on Product and 10 Years on Compressor from Whirlpool,32% off
Godrej 268 L Direct Cool Single Door 3 Star Refrigerator  with Turbo Cooling Technology Ensuring Faste...,"₹23,200","23,200","3,578 Ratings & 314 Reviews","3,578",�314 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,22% off
SAMSUNG 551 L Frost Free Double Door 2 Star Refrigerator,"₹71,990","71,990",72 Ratings & 4 Reviews,72,�4 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor From Samsung,11% off
Whirlpool 184 L Direct Cool Single Door 3 Star Refrigerator,"₹14,590","14,590",222 Ratings & 19 Reviews,222,�19 ,RotaryBuilt-in Stabilizer1 Year on Unit and 10 Years on Compressor From Whirlpool,11% off
Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Intellisense Invert...,"₹16,199","16,199","5,978 Ratings & 435 Reviews","5,978",�435 ,Reciprocatory CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor,21% off
Haier 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Large Storage Space1 Ho...,"₹15,790","15,790","13,965 Ratings & 1,120 Reviews","13,965","�1,120 ",Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor,34% off
Lloyd 310 L Frost Free Multi-Door 2 Star Refrigerator,"₹24,990","24,990",6 Ratings & 1 Reviews,6,�1 ,Inverter CompressorBuilt-in Stabilizer1 Year Domestic Warranty on Product and Additional 9 Years on Compressor,42% off
SAMSUNG 301 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹53,990","53,990",N/A,#VALUE!,#VALUE!,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warrranty on Compressor,N/A
Whirlpool 184 L Direct Cool Single Door 3 Star Refrigerator,"₹15,190","15,190",183 Ratings & 11 Reviews,183,�11 ,Normal CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,13% off
Whirlpool 192 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹18,350","18,350",31 Ratings & 1 Reviews,31,�1 ,"InverterBuilt-in Stabilizer1 Year on product, 10 years on compressor",22% off
SAMSUNG 189 L Direct Cool Single Door 5 Star Refrigerator  with Digi-Touch Cool Digital Inverter with ...,"₹17,890","17,890","1,353 Ratings & 147 Reviews","1,353",�147 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years.",28% off
Whirlpool 235 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹22,399","22,399",3 Ratings & 0 Reviews,3,�0 ,"Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on the Product, 10 Years Warranty on Compressor",26% off
Liebherr 205 L Direct Cool Single Door 4 Star Refrigerator,"₹16,990","16,990",152 Ratings & 19 Reviews,152,�19 ,"ReciprocatingBuilt-in Stabilizer1-year comprehensive warranty (additional 2 years warranty upon registration completed within 15 days of purchase) and 10 Years Warranty on Compressor. Registration can be done via the QR Code on the product or by contacting our customer care team via email.
Offer Period: 13 Oct'2023-31 Dec' 2023",37% off
SAMSUNG 215 L Direct Cool Single Door 4 Star Refrigerator  with Digi-Touch Cool Digital Inverter with ...,"₹19,990","19,990","1,498 Ratings & 134 Reviews","1,498",�134 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years.",23% off
Haier 215 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  with Large Storage Space1 Ho...,"₹16,308","16,308",306 Ratings & 15 Reviews,306,�15 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,29% off
Godrej 180 L Direct Cool Single Door 2 Star Refrigerator,"₹14,769","14,769",N/A,#VALUE!,#VALUE!,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,24% off
"SAMSUNG 385 L Frost Free Double Door 2 Star Convertible Refrigerator  with Digital Inverter, Convertib...","₹43,990","43,990",979 Ratings & 69 Reviews,979,�69 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on the product, 20 years on compressor by the brand.",20% off
Liebherr 205 L Direct Cool Single Door 3 Star Refrigerator,"₹16,490","16,490",152 Ratings & 19 Reviews,152,�19 ,"ReciprocatingBuilt-in Stabilizer1-year comprehensive warranty (additional 2 years warranty upon registration completed within 15 days of purchase) and 10 Years Warranty on Compressor. Registration can be done via the QR Code on the product or by contacting our customer care team via email.
Offer Period: 13 Oct'2023-31 Dec' 2023",36% off
LG 205 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,"₹22,852","22,852","1,627 Ratings & 146 Reviews","1,627",�146 ,Inverter CompressorBuilt-in Stabilizer1 Year on Refrigerator Unit and 10 Years on Compressor from LG,N/A
Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,"₹15,400","15,400",9 Ratings & 1 Reviews,9,�1 ,Linear CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor,26% off
SAMSUNG 236 L Frost Free Double Door 3 Star Refrigerator,"₹31,300","31,300",N/A,#VALUE!,#VALUE!,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,25% off
Haier 445 L Frost Free Double Door Bottom Mount 2 Star Refrigerator,"₹54,700","54,700",4 Ratings & 1 Reviews,4,�1 ,InverterBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,37% off
BOSCH 559 L Frost Free Double Door Bottom Mount 2 Star Refrigerator,"₹68,490","68,490",13 Ratings & 2 Reviews,13,�2 ,"InverterBuilt-in Stabilizer1 year warranty on the product, 10 years on the Compressor",29% off
Whirlpool 500 L Frost Free Double Door 3 Star Convertible Refrigerator,"₹61,590","61,590",126 Ratings & 19 Reviews,126,�19 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive on Product and 10 Years on Compressor From Whirlpool,30% off
SAMSUNG 551 L Frost Free Double Door Top Mount 2 Star Refrigerator,"₹71,990","71,990",N/A,#VALUE!,#VALUE!,Digital Inverter1 Year on Product,13% off
Liebherr 310 L Frost Free Double Door 2 Star Refrigerator,"₹37,490","37,490",4 Ratings & 0 Reviews,4,�0 ,"NextGen 8 Step Inverter CompressorBuilt-in Stabilizer1-year comprehensive warranty (additional 2 years warranty upon registration completed within 15 days of purchase) and 10 Years Warranty on Compressor. Registration can be done via the QR Code on the product or by contacting our customer care team via email.
Offer Period: 13 Oct'2023-31 Dec' 2023",36% off
Lloyd by Havells 200 L Direct Cool Single Door 3 Star Refrigerator,"₹15,290","15,290",33 Ratings & 1 Reviews,33,�1 ,Inverter CompressorBuilt-in Stabilizer1 Year Domestic Warranty on Product and Additional 9 Years on Compressor,17% off
Lloyd by Havells 188 L Direct Cool Single Door 3 Star Refrigerator,"₹13,990","13,990","5,255 Ratings & 488 Reviews","5,255",�488 ,Fixed speedBuilt-in Stabilizer1 Year Warranty on product and 9 year warranty on Compressor,30% off
Haier 185 L Direct Cool Single Door 2 Star Refrigerator,"₹12,490","12,490","6,941 Ratings & 490 Reviews","6,941",�490 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,26% off
"LG 322 L Frost Free Double Door 2 Star Refrigerator  with Inverter Compressor, Express Freeze & Multi ...","₹32,990","32,990","3,409 Ratings & 388 Reviews","3,409",�388 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor From LG,25% off
LG 190 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,"₹19,152","19,152",16 Ratings & 1 Reviews,16,�1 ,Reciprocating CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor From LG,2% off
SAMSUNG 236 L Frost Free Double Door 2 Star Refrigerator with Base Drawer,"₹29,600","29,600",75 Ratings & 4 Reviews,75,�4 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,19% off
Haier 375 L Frost Free Double Door Top Mount 3 Star Refrigerator,"₹39,990","39,990",89 Ratings & 9 Reviews,89,�9 ,InverterBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,45% off
Whirlpool 440 L Frost Free Double Door 3 Star Convertible Refrigerator,"₹53,290","53,290","12,631 Ratings & 1,395 Reviews","12,631","�1,395 ",Digital InverterBuilt-in Stabilizer1 Year Warranty on Unit and 10 Years Warranty on Compressor from Whirlpool,24% off
Whirlpool 190 L Direct Cool Single Door 4 Star Refrigerator,"₹16,187","16,187","13,908 Ratings & 1,413 Reviews","13,908","�1,413 ",Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor From Whirlpool,19% off
Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator with Base Drawer,"₹14,440","14,440",519 Ratings & 41 Reviews,519,�41 ,Non Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on the Compressor,19% off
Lloyd by Havells 225 L Direct Cool Single Door 3 Star Refrigerator,"₹16,449","16,449",7 Ratings & 0 Reviews,7,�0 ,Inverter CompressorBuilt-in Stabilizer1 Year Domestic Warranty on Product and Additional 9 Years on Compressor,37% off
Kelvinator 170 L Direct Cool Single Door 2 Star Refrigerator,"₹12,100","12,100",N/A,#VALUE!,#VALUE!,Reciprocating1 Year on Product and 10 Years on Compressor,24% off
Godrej 330 L Frost Free Double Door 2 Star Refrigerator  with Convertible 4-In-1 Refrigerator With 95%...,"₹29,990","29,990",96 Ratings & 7 Reviews,96,�7 ,Inverter compressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years on Compressor,9% off
Whirlpool 184 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,"₹15,140","15,140",103 Ratings & 7 Reviews,103,�7 ,Normal CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor From Whirlpool,19% off
SAMSUNG 550 L Frost Free French Door Bottom Mount Convertible Refrigerator,"₹74,990","74,990",4 Ratings & 0 Reviews,4,�0 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years.",18% off
"LG 246 L Frost Free Double Door 3 Star Convertible Refrigerator  with Inverter Compressor, Express Fre...","₹26,990","26,990",641 Ratings & 60 Reviews,641,�60 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from LG,30% off
SAMSUNG 236 L Frost Free Double Door 2 Star Refrigerator with Base Drawer,"₹30,800","30,800",11 Ratings & 1 Reviews,11,�1 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,18% off
Haier 265 L Frost Free Double Door 2 Star Refrigerator,"₹27,888","27,888",N/A,#VALUE!,#VALUE!,NormalBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor,29% off
LG 185 L Direct Cool Single Door 3 Star Refrigerator  with Moist 'N' Fresh,"₹17,460","17,460",175 Ratings & 16 Reviews,175,�16 ,Conventional CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from LG,14% off
Lloyd by Havells 93 L Direct Cool Single Door 1 Star Refrigerator,"₹11,162","11,162",57 Ratings & 6 Reviews,57,�6 ,"Rottery Compressor1 year on product, 5 year on compressor",21% off
Lloyd 587 L Frost Free Side by Side Refrigerator,"₹64,990","64,990",168 Ratings & 37 Reviews,168,�37 ,Fixed SpeedBuilt-in Stabilizer1 Year on Product and 9 Years Additional on Compressor from Lloyd,27% off
SAMSUNG 236 L Frost Free Double Door 2 Star Refrigerator,"₹27,000","27,000",19 Ratings & 2 Reviews,19,�2 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,18% off
Haier 215 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹21,800","21,800",18 Ratings & 0 Reviews,18,�0 ,InverterBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,19% off
Godrej 183 L Direct Cool Single Door 3 Star Refrigerator  with Jumbo Vegetable Tray and Wired Shelves,"₹12,990","12,990",18 Ratings & 0 Reviews,18,�0 ,Fixed speed compressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,33% off
Whirlpool 192 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹17,899","17,899",35 Ratings & 1 Reviews,35,�1 ,IntelliSense Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,24% off
Voltas Beko by A Tata Product 175 L Direct Cool Single Door 1 Star Refrigerator,"₹12,990","12,990",60 Ratings & 3 Reviews,60,�3 ,Reciprocating CompressorBuilt-in Stabilizer2 year comprehensive + additional 08 year on compressor,44% off
"LG 205 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Smart Inverter Compressor,...","₹24,899","24,899",584 Ratings & 64 Reviews,584,�64 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from LG,N/A
Liebherr 265 L Frost Free Double Door Top Mount 3 Star Refrigerator,"₹27,990","27,990",41 Ratings & 8 Reviews,41,�8 ,Nextgen 8 Step Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product  and 10 Years on Compressor,25% off
BLACK+DECKER 285 L Frost Free Double Door 3 Star Refrigerator,"₹25,999","25,999",N/A,#VALUE!,#VALUE!,"Inverter CompressorBuilt-in Stabilizer2 Years Comprehensive Warranty, 10 Years on Compressor",55% off
Whirlpool 192 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,"₹16,999","16,999",3 Ratings & 0 Reviews,3,�0 ,"InverterBuilt-in Stabilizer1 Year on product, 10 years on compressor",24% off
Whirlpool 200 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Laminar Airflow,"₹17,190","17,190",182 Ratings & 17 Reviews,182,�17 ,Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor,23% off
Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator,"₹16,990","16,990",9 Ratings & 0 Reviews,9,�0 ,Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,7% off
LG 185 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹20,399","20,399",70 Ratings & 7 Reviews,70,�7 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor from LG,18% off
SAMSUNG 236 L Frost Free Double Door 3 Star Refrigerator,"₹30,800","30,800",N/A,#VALUE!,#VALUE!,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,26% off
LG 185 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Smart Inverter Compressor ...,"₹15,990","15,990","6,707 Ratings & 405 Reviews","6,707",�405 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from LG,21% off
Haier 596 L Frost Free Side by Side Convertible Refrigerator  with Water Dispenser100% Convertible Fri...,"₹69,990","69,990","1,525 Ratings & 162 Reviews","1,525",�162 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,42% off
Liebherr 240 L Frost Free Double Door 2 Star Refrigerator,"₹24,990","24,990",10 Ratings & 2 Reviews,10,�2 ,"NextGen 8 Step Inverter CompressorBuilt-in Stabilizer1-year comprehensive warranty (additional 2 years warranty upon registration completed within 15 days of purchase) and 10 Years Warranty on Compressor. Registration can be done via the QR Code on the product or by contacting our customer care team via email.
Offer Period: 13 Oct'2023-31 Dec' 2023",40% off
Panasonic 357 L Frost Free Double Door 2 Star Refrigerator,"₹48,990","48,990",63 Ratings & 14 Reviews,63,�14 ,Inverter CompressorBuilt-in Stabilizer2 Years Comprehensive Warranty on Product and 10 Years Warranty on Compressor,36% off
Lloyd by Havells 200 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,"₹26,390","26,390",N/A,#VALUE!,#VALUE!,Inverter CompressorBuilt-in Stabilizer1 Year on Product and 9 Years Additional on Compressor from Lloyd,N/A
Haier 602 L Frost Free Side by Side 3 Star Convertible Refrigerator  with 100% Convertible Fridge Spac...,"₹84,990","84,990",N/A,#VALUE!,#VALUE!,InverterBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,31% off
SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator,"₹18,500","18,500",15 Ratings & 4 Reviews,15,�4 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,15% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,"₹15,888","15,888",N/A,#VALUE!,#VALUE!,Normal CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor,23% off
Haier 240 L Frost Free Double Door Top Mount 2 Star Convertible Refrigerator,"₹25,990","25,990",N/A,#VALUE!,#VALUE!,NormalBuilt-in Stabilizer2 Year Warranty on Product and 10 Years Warranty on Compressor,29% off
Lloyd 178 L Direct Cool Single Door 2 Star Refrigerator,"₹12,490","12,490",4 Ratings & 1 Reviews,4,�1 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,26% off
LG 185 L Direct Cool Single Door 3 Star Refrigerator,"₹18,589","18,589","3,598 Ratings & 422 Reviews","3,598",�422 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor from LG,16% off
Whirlpool 184 L Direct Cool Single Door 4 Star Refrigerator  with Intellisense Inverter Compressor,"₹15,440","15,440","16,660 Ratings & 1,051 Reviews","16,660","�1,051 ",Normal Compressor1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor,21% off
Haier 165 L Direct Cool Single Door 1 Star Refrigerator  with DEFT TechnologyLarge Vegetable Box,"₹10,990","10,990","4,757 Ratings & 325 Reviews","4,757",�325 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,26% off
LG 412 L Frost Free Double Door 1 Star Refrigerator,"₹43,990","43,990",71 Ratings & 5 Reviews,71,�5 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor From LG,25% off
Liebherr 240 L Frost Free Double Door 2 Star Refrigerator,"₹24,990","24,990",7 Ratings & 1 Reviews,7,�1 ,"NextGen 8 Step Inverter CompressorBuilt-in Stabilizer1-year comprehensive warranty (additional 2 years warranty upon registration completed within 15 days of purchase) and 10 Years Warranty on Compressor. Registration can be done via the QR Code on the product or by contacting our customer care team via email.
Offer Period: 13 Oct'2023-31 Dec' 2023",40% off
