title,price,fridge_price,rating,fridge_ratings,fridge_reviews,description,discount
Haier 328 L Frost Free Double Door Top Mount 3 Star Convertible Refrigerator  with Glass DoorConvertib...,"₹43,990","43,990",N/A,#VALUE!,#VALUE!,InverterBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,31% off
Haier 175 L Direct Cool Single Door 2 Star Refrigerator  with DEFT TechnologyLarge Vegetable Box,"₹12,490","12,490","6,941 Ratings & 490 Reviews","6,941",�490 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,29% off
Whirlpool 411 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹49,990","49,990",671 Ratings & 54 Reviews,671,�54 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 9 Years Warranty on Compressor,23% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,"₹16,990","16,990",234 Ratings & 27 Reviews,234,�27 ,Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,23% off
Whirlpool 207 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹18,489","18,489","3,736 Ratings & 447 Reviews","3,736",�447 ,IntelliSense Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor,34% off
"CANDY 185 L Direct Cool Single Door 2 Star Refrigerator  with Toughed glass Shelves ,Stabilizer Free O...","₹11,290","11,290",269 Ratings & 21 Reviews,269,�21 ,NormalBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,35% off
Whirlpool 207 L Direct Cool Single Door 3 Star Refrigerator,"₹17,870","17,870","8,203 Ratings & 836 Reviews","8,203",�836 ,IntelliSense Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,15% off
realme TechLife 205 L Direct Cool Single Door 2 Star Refrigerator,"₹13,490","13,490","1,388 Ratings & 195 Reviews","1,388",�195 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,46% off
Haier 190 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹19,946","19,946",119 Ratings & 8 Reviews,119,�8 ,InverterBuilt-in Stabilizer1 Years Manufacturer Warranty,26% off
Whirlpool 330 L Frost Free Triple Door Refrigerator,"₹35,799","35,799","6,149 Ratings & 698 Reviews","6,149",�698 ,Reciprocating CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor From Whirlpool,22% off
Haier 190 L Direct Cool Single Door 5 Star Refrigerator  with Toughned Glass ShelfLarge Vegetable Box,"₹15,790","15,790","13,149 Ratings & 1,071 Reviews","13,149","�1,071 ",Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,29% off
SAMSUNG 324 L Frost Free Double Door 3 Star Convertible Refrigerator,"₹34,490","34,490","6,206 Ratings & 657 Reviews","6,206",�657 ,"Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years.",17% off
Liebherr 310 L Frost Free Double Door 2 Star Refrigerator,"₹45,990","45,990",N/A,#VALUE!,#VALUE!,"NextGen 8 Step Inverter CompressorBuilt-in Stabilizer1-year comprehensive warranty (additional 2 years warranty upon registration completed within 15 days of purchase) and 10 Years Warranty on Compressor. Registration can be done via the QR Code on the product or by contacting our customer care team via email.
Offer Period: 13 Oct'2023-31 Dec' 2023",29% off
Whirlpool 207 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,"₹18,325","18,325","3,618 Ratings & 358 Reviews","3,618",�358 ,Non Inverter CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor from Whirlpool,23% off
LG 242 L Frost Free Double Door 2 Star Refrigerator,"₹24,799","24,799","1,045 Ratings & 58 Reviews","1,045",�58 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor From LG,20% off
Haier 445 L Frost Free Double Door 2 Star Convertible Refrigerator  with Convertible 14-in-11 hour Ici...,"₹51,990","51,990",6 Ratings & 0 Reviews,6,�0 ,Inverter CompressorBuilt-in Stabilizer2 Years Warranty on Product and 10 Years Warranty on Compressor,36% off
CANDY 268 L Frost Free Double Door 2 Star Convertible Refrigerator  with 5 in 1 Convertible model,"₹21,990","21,990",355 Ratings & 46 Reviews,355,�46 ,Reciprocatory CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor,31% off
LG 288 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹29,990","29,990","1,208 Ratings & 103 Reviews","1,208",�103 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranry on Compressor From LG,11% off
Liebherr 310 L Frost Free Double Door 2 Star Refrigerator,"₹39,490","39,490",4 Ratings & 0 Reviews,4,�0 ,"NextGen 8 Step Inverter CompressorBuilt-in Stabilizer1-year comprehensive warranty (additional 2 years warranty upon registration completed within 15 days of purchase) and 10 Years Warranty on Compressor. Registration can be done via the QR Code on the product or by contacting our customer care team via email.
Offer Period: 13 Oct'2023-31 Dec' 2023",32% off
Haier 358 L Frost Free Double Door Top Mount 3 Star Convertible Refrigerator  with Convertible 14-in-1...,"₹37,990","37,990","2,177 Ratings & 205 Reviews","2,177",�205 ,Normal CompressorBuilt-in Stabilizer2 Years Warranty on Product and 10 Years Warranty on Compressor,38% off
Haier 602 L Frost Free Side by Side Convertible Refrigerator  with 100% Convertible Fridge SpaceDigita...,"₹84,990","84,990","1,525 Ratings & 162 Reviews","1,525",�162 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,30% off
Whirlpool 192 L Direct Cool Single Door 3 Star Refrigerator  with Auto Defrost,"₹16,590","16,590","2,064 Ratings & 127 Reviews","2,064",�127 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty and 9 Years Warranty on Compressor,20% off
Haier 190 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Large Storage Space1 Ho...,"₹16,490","16,490","13,965 Ratings & 1,120 Reviews","13,965","�1,120 ",Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,36% off
Admiral 175 L Direct Cool Single Door 3 Star Refrigerator,"₹11,290","11,290",119 Ratings & 8 Reviews,119,�8 ,Reciprocating CompressorBuilt-in Stabilizer3 Years on Product and 5 Years on Compressor Warranty,42% off
MarQ by Flipkart 183 L Direct Cool Single Door 3 Star Refrigerator,"₹12,990","12,990","3,561 Ratings & 385 Reviews","3,561",�385 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,40% off
Whirlpool 207 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer,"₹25,999","25,999","5,679 Ratings & 450 Reviews","5,679",�450 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,N/A
Whirlpool 308 L Frost Free Double Door 3 Star Refrigerator,"₹32,490","32,490",905 Ratings & 60 Reviews,905,�60 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,31% off
BLACK+DECKER 241 L Frost Free Double Door 3 Star Refrigerator,"₹16,999","16,999",N/A,#VALUE!,#VALUE!,"Inverter CompressorBuilt-in Stabilizer2 Years Comprehensive Warranty, 10 Years on Compressor",63% off
Godrej 330 L Frost Free Double Door 2 Star Refrigerator,"₹32,990","32,990",391 Ratings & 39 Reviews,391,�39 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,35% off
Whirlpool 240 L Frost Free Triple Door Refrigerator,"₹26,810","26,810",122 Ratings & 6 Reviews,122,�6 ,InverterBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor From Whirlpool,30% off
Lloyd by Havells 91 L Direct Cool Single Door 1 Star Refrigerator,"₹10,122","10,122",31 Ratings & 1 Reviews,31,�1 ,rotery1 YEAR COMPLETE 4YEAR ON COMPRESSER,29% off
Godrej 180 L Direct Cool Single Door 2 Star Refrigerator  with Jumbo Vegetable Tray and Toughened Glas...,"₹12,190","12,190","6,082 Ratings & 367 Reviews","6,082",�367 ,Fixed Speed CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,35% off
Godrej 223 L Frost Free Double Door 3 Star Convertible Refrigerator  with Freezer 95%+ Food Surface Di...,"₹21,890","21,890","4,672 Ratings & 336 Reviews","4,672",�336 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,37% off
Godrej 272 L Frost Free Double Door 2 Star Refrigerator  with Wood Finish and Advanced Inverter Techno...,"₹31,490","31,490",637 Ratings & 47 Reviews,637,�47 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor from Godrej,21% off
Panasonic 308 L Frost Free Double Door 3 Star Refrigerator  with 6-Stage Smart Inverter Jumbo Vegetabl...,"₹32,490","32,490",465 Ratings & 65 Reviews,465,�65 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years on Compressor,28% off
"Godrej 436 L Frost Free Double Door 2 Star Refrigerator  with AI Tech, Digital Inverter, And 95%+ Food...","₹43,990","43,990",935 Ratings & 107 Reviews,935,�107 ,"Inverter compressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product, 2 years extended warranty on Product and 10 Years Warranty on Compressor",12% off
Godrej 564 L Frost Free Side by Side Refrigerator  with Multi Air Flow Technology And Customised Tempe...,"₹56,990","56,990",787 Ratings & 63 Reviews,787,�63 ,Fixed Speed1 Year Warranty on Product and 10 Years on Compressor from Godrej,36% off
Godrej 180 L Direct Cool Single Door 3 Star Refrigerator,"₹13,990","13,990",7 Ratings & 0 Reviews,7,�0 ,ReciprocatingBuilt-in Stabilizer10 Years Compressor ; 1 Year Comprehensive,33% off
Whirlpool 215 L Frost Free Triple Door Refrigerator,"₹26,290","26,290",844 Ratings & 89 Reviews,844,�89 ,Normal CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years on Compressor from Whirlpool,17% off
"LG 650 L Frost Free Side by Side Convertible Refrigerator  with Smart Inverter Compressor, Convertible...","₹74,990","74,990",460 Ratings & 35 Reviews,460,�35 ,Smart Inverter Compressor1 Year Warranty on Product and 10 Years Warranty on Compressor From LG,39% off
Whirlpool 235 L Frost Free Double Door 3 Star Refrigerator,"₹25,240","25,240",905 Ratings & 60 Reviews,905,�60 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty and 9 Years Warranty on Compressor,24% off
SAMSUNG 198 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer,"₹16,990","16,990","14,541 Ratings & 1,508 Reviews","14,541","�1,508 ","Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on product, 20 years on compressor, For all Refrigerators with Digital Inverter Compressors, sold on or after 1st Dec 2022 (All Refrigerator apart from Non-Digital Inverter Technology Direct Cool Models) the Warranty period on the Digital Inverter Compressor shall be revised from 10 years to 20 years.",15% off
"Godrej 472 L Frost Free Double Door 2 Star Refrigerator  with AI Tech, Digital Inverter, And 95%+ Food...","₹46,990","46,990",935 Ratings & 107 Reviews,935,�107 ,"Inverter compressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product, 2 years extended warranty on Product and 10 Years Warranty on Compressor",37% off
SAMSUNG 183 L Direct Cool Single Door 5 Star Refrigerator with Base Drawer  with Digital Inverter,"₹17,290","17,290","50,612 Ratings & 3,405 Reviews","50,612","�3,405 ","Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on the product, 20 years on compressor by the brand.",24% off
Whirlpool 184 L Direct Cool Single Door 2 Star Refrigerator with Base Drawer,"₹13,509","13,509",289 Ratings & 21 Reviews,289,�21 ,Normal CompressorBuilt-in Stabilizer1 Year on Product and 10 Years on Compressor From Whirlpool,27% off
Haier 445 L Frost Free Double Door Bottom Mount 2 Star Refrigerator,"₹50,290","50,290",N/A,#VALUE!,#VALUE!,InverterBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,32% off
Voltas Beko by A Tata Product 248 L Frost Free Double Door 2 Star Refrigerator,"₹24,490","24,490","1,664 Ratings & 135 Reviews","1,664",�135 ,Pro Smart Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive warranty on product & 10 Years warranty on compressor,38% off
BOSCH 207 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer,"₹20,990","20,990",69 Ratings & 8 Reviews,69,�8 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,26% off
Haier 235 L Direct Cool Single Door 2 Star Refrigerator  with DEFT TechnologyLarge Vegetable Space,"₹18,790","18,790",10 Ratings & 0 Reviews,10,�0 ,Normal CompressorBuilt-in Stabilizer2 Years Warranty on Product and 10 Years Warranty on Compressor,24% off
"LG 343 L Frost Free Double Door 2 Star Refrigerator  with Inverter Compressor, Express Freeze, Smart C...","₹35,990","35,990","1,372 Ratings & 139 Reviews","1,372",�139 ,Smart Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor From LG,25% off
Haier 205 L Direct Cool Single Door 3 Star Refrigerator with Base Drawer  with DEFT TechnologyLarge St...,"₹17,490","17,490",306 Ratings & 15 Reviews,306,�15 ,Normal CompressorBuilt-in Stabilizer2 Years Warranty on Product and 10 Years Warranty on Compressor,32% off
Panasonic 279 L Frost Free Double Door 3 Star Refrigerator  with 6-Stage Smart Inverter Jumbo Vegetabl...,"₹29,990","29,990",465 Ratings & 65 Reviews,465,�65 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years on Compressor,29% off
Whirlpool 192 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Laminar Airflow,"₹16,790","16,790","1,327 Ratings & 84 Reviews","1,327",�84 ,Reciprocatory CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 9 Years Additional Warranty on Compressor,22% off
SAMSUNG 363 L Frost Free Double Door 2 Star Convertible Refrigerator,"₹44,990","44,990",8 Ratings & 2 Reviews,8,�2 ,Digital Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,27% off
SAMSUNG 183 L Direct Cool Single Door 4 Star Refrigerator with Base Drawer  with Digital Inverter,"₹16,190","16,190","50,612 Ratings & 3,405 Reviews","50,612","�3,405 ","Digital Inverter CompressorBuilt-in Stabilizer1 year comprehensive warranty on the product, 20 years on compressor by the brand.",29% off
Haier 325 L Frost Free Double Door Bottom Mount 3 Star Convertible Refrigerator  with 3-Star 14 In 1 C...,"₹34,690","34,690",203 Ratings & 20 Reviews,203,�20 ,Inverter CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,36% off
Liebherr 191 L Direct Cool Single Door 4 Star Refrigerator,"₹15,990","15,990",152 Ratings & 19 Reviews,152,�19 ,ReciprocatingBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 20 Years Warranty on Compressor,31% off
Godrej 294 L Frost Free Double Door 2 Star Refrigerator,"₹28,999","28,999",391 Ratings & 39 Reviews,391,�39 ,Inverter CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,21% off
Whirlpool 231 L Frost Free Double Door 2 Star Refrigerator,"₹23,777","23,777","5,460 Ratings & 493 Reviews","5,460",�493 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Comprehensive Warranty on Product and 9 Years Warranty on Compressor,29% off
Whirlpool 259 L Frost Free Double Door 3 Star Refrigerator,"₹28,490","28,490",905 Ratings & 60 Reviews,905,�60 ,Reciprocating CompressorBuilt-in Stabilizer1 Year Warranty on Product and 10 Years Warranty on Compressor,24% off
Liebherr 205 L Direct Cool Single Door 4 Star Refrigerator,"₹16,990","16,990",152 Ratings & 19 Reviews,152,�19 ,"ReciprocatingBuilt-in Stabilizer1-year comprehensive warranty (additional 2 years warranty upon registration completed within 15 days of purchase) and 10 Years Warranty on Compressor. Registration can be done via the QR Code on the product or by contacting our customer care team via email.
Offer Period: 13 Oct'2023-31 Dec' 2023",33% off
