title,price,geyser_price,rating,geyser_rating,geyser_reviews,description,discount
"Venus 10 L Storage Water Geyser (Rio 10L Storage Water Heater, Opal White)","₹5,121","5,121",23 Ratings & 1 Reviews,23,�1 ,"Storage Geyser10 LGuarantee - 5 Years on Inner Tank, 2 Years on Heating Element & 2 Years on Product",37% off
"V-Guard 3 L Instant Water Geyser (Pebble Insta 3 L, White)","₹4,749","4,749",5 Ratings & 0 Reviews,5,�0 ,Instant Geyser3 LNA,22% off
"BAJAJ 6 L Gas Water Geyser (MAJESTY DUETTO, White)","₹5,290","5,290","3,356 Ratings & 354 Reviews","3,356",�354 ,Gas Geyser6 L2 Year Manufacturer Warranty,26% off
Blowhot 6 L Gas Water Geyser (BL-102 Auto CUT-OFF LPG Gas Geyser Instant Warm Water Flow 2 Year Warran...,"₹5,990","5,990",513 Ratings & 59 Reviews,513,�59 ,Gas Geyser6 L1 Year General Warranty | 2 Years Warranty On Heat Exchanger,25% off
"Candes 6 L Storage Water Geyser (Gracia, Ivory)","₹3,049","3,049",410 Ratings & 68 Reviews,410,�68 ,"Storage Geyser6 L1 Year Warranty on Components & 4 Years Warranty on Inner Container  including On-Site & Off-Site, Domestic & International Warranty",50% off
"HAVELLS 1 L Instant Water Geyser (Instanio, White, Blue)","₹3,170","3,170",298 Ratings & 54 Reviews,298,�54 ,"Instant Geyser1 L5 year warranty on Inner Container, 2 year comprehensive Warranty",18% off
"Lifelong 3 L Instant Water Geyser (ISI Certified, Ivory)","₹1,799","1,799","10,267 Ratings & 2,089 Reviews","10,267","�2,089 ","Instant Geyser3 L2 Years Warranty, 6 Months Extended Warranty by Regestering on Manufacturers Website",67% off
"Yalli sun 1 L Instant Water Geyser (Sun Instant Water Heater VMS, Auto Cut-Off, 3000W, 240V, 1.5L,, Re...","₹1,790","1,790",N/A,#VALUE!,#VALUE!,Instant Geyser1 LOff site warranty,21% off
"voltas 10 L Storage Water Geyser (Magna 10L, White)","₹6,699","6,699",75 Ratings & 4 Reviews,75,�4 ,"Storage Geyser10 L7 Years Warranty on Tank , 3 Years Warranty on Heating Element and 2 Years Warranty on Product",55% off
"BAJAJ 15 L Storage Water Geyser (Compagno 15L, Blue, White)","₹10,999","10,999",14 Ratings & 0 Reviews,14,�0 ,"Storage Geyser15 L2 Year Warranty on Product, 2 year heating element, 5 year on inner tank",15% off
"Racold 15 L Storage Water Geyser (Omnis Pro 15 Ltr With Free Installation & Pipes, White, Purple)","₹9,749","9,749","2,069 Ratings & 183 Reviews","2,069",�183 ,"Storage Geyser15 L2 Years on Product, 4 Years on Heating Element and 7 Years on Tank",44% off
RENUMAX 1 L Instant Water Geyser (1 L Instant Water Geyser (1L Instant Portable Water Heater||Instant ...,₹896,896,849 Ratings & 50 Reviews,849,�50 ,Instant Geyser1 L1 Year Warranty Heating Element & Thermostat & 6 Month Warranty on Product,70% off
"Hindware Smart Appliances 15 L Storage Water Geyser (Elicio Neo, Black)","₹6,019","6,019",36 Ratings & 3 Reviews,36,�3 ,"Storage Geyser15 L7 Years Warranty on Tank, 3 Years Warranty on Heating Element and 2 Years Comprehensive Warranty",52% off
"Amplesta 15 L Storage Water Geyser (ASWH15LIF, White)","₹3,699","3,699",4 Ratings & 1 Reviews,4,�1 ,Storage Geyser15 L1 Years Limited Domestic Brand Warranty and 2 years warranty on Tank,55% off
"HAVELLS 25 L Storage Water Geyser with Flexi Pipe and Free Installation (Monza Ec, White)","₹7,999","7,999","2,368 Ratings & 296 Reviews","2,368",�296 ,"Storage Geyser25 L5 year warranty on Inner Container, 2 year comprehensive Warranty",22% off
"Racold 15 L Storage Water Geyser with Flexi Pipe and Free Installation (OMNIS 15 DG 2KW S, White)","₹11,580","11,580",29 Ratings & 2 Reviews,29,�2 ,"Storage Geyser15 L2 Years on Product, 4 Years on Heating Element and 7 Years on Tank",44% off
"Polycab 10 L Storage Water Geyser (Celestia - 5 Star | Glasslined Coated Tank | Free Installation, Whi...","₹5,549","5,549",31 Ratings & 14 Reviews,31,�14 ,Storage Geyser10 L2 Year Warranty,47% off
"BAJAJ 3 L Instant Water Geyser (New Majesty IWH 3L 3kw, White)","₹3,900","3,900",453 Ratings & 39 Reviews,453,�39 ,Instant Geyser3 L2 years on Product; 3 years on Heating Element; 5 years on Tank,25% off
"HAVELLS 15 L Storage Water Geyser (monza dx, ivory)","₹10,299","10,299","1,149 Ratings & 140 Reviews","1,149",�140 ,Storage Geyser15 L7 year warranty on inner container ; 4 year warranty on heating element ; 2 year comprehensive Warranty,22% off
"HAVELLS 10 L Storage Water Geyser (INSTANIO, White)","₹7,680","7,680","1,363 Ratings & 152 Reviews","1,363",�152 ,"Storage Geyser10 L5 year warranty on Inner Container, 2 year comprehensive Warranty",37% off
"Orient Electric 15 L Storage Water Geyser (Aquabliss+, White)","₹6,499","6,499","2,191 Ratings & 229 Reviews","2,191",�229 ,"Storage Geyser15 L2 Years Domestic Warranty on Product, 2 Years Domestic Warranty on Heating Element and 5 Years Domestic Warranty on Inner Tank",55% off
"BUYMORE 1 L Instant Water Geyser (1 Ltr. Portable Instant Water Geyser with Installation Kit, White)",₹899,899,19 Ratings & 2 Reviews,19,�2 ,Instant Geyser1 L1 year manufacturer warranty,70% off
"HAVELLS 3 L Instant Water Geyser (Opal, White)","₹4,250","4,250","2,581 Ratings & 255 Reviews","2,581",�255 ,Instant Geyser3 L5 Year Warranty on Inner Tank and 2 Years Comprehensive Warranty,21% off
"Racold 15 L Storage Water Geyser (CDR DLX 15H LEFT SIDE, White)","₹8,980","8,980",11 Ratings & 0 Reviews,11,�0 ,Storage Geyser15 LInner Tank: 5 years Product: 2 years Heating Element: 2 years,24% off
"Kenstar 3 L Instant Water Geyser (RADIX 3 L Instant water heater, White)","₹2,199","2,199","3,298 Ratings & 308 Reviews","3,298",�308 ,"Instant Geyser3 L5 Years on Tank, 2 Years on Heating Element, 2 Years on Product",63% off
"Kenstar 15 L Storage Water Geyser (TRIGON DIGI 15L, White)","₹8,799","8,799",91 Ratings & 4 Reviews,91,�4 ,"Storage Geyser15 L2 Years comprehensive warranty. 7 Years on Tank, 3 Years on Heating Element, 2 Years on Product",58% off
"Indo 7 L Gas Water Geyser (Hot zone 7, Red, White)","₹4,785","4,785",41 Ratings & 3 Reviews,41,�3 ,Gas Geyser7 L1 Year,37% off
"Hindware Smart Appliances 3 L Storage Water Geyser (Xceed, White)","₹2,449","2,449",892 Ratings & 57 Reviews,892,�57 ,"Storage Geyser3 L2 Years Overall, 2 Years on Heating Element, 5 Years on Tank",50% off
"AO Smith 3 L Instant Water Geyser (MINIBOT 3 LITRE BLACK, Black)","₹3,890","3,890",61 Ratings & 7 Reviews,61,�7 ,Instant Geyser3 L5 years tank warranty and 2 years on product.,30% off
"Hindware Smart Appliances 10 L Storage Water Geyser (Immedio Prime 10L, White & Black)","₹6,199","6,199","9,958 Ratings & 681 Reviews","9,958",�681 ,"Storage Geyser10 L2 Years Comprehensive Warranty on Product, 3 Years Warranty on Heating Element and 5 Years Warranty on Tank",61% off
"Athots 3 L Instant Water Geyser (Drak, Grey)","₹1,849","1,849",396 Ratings & 158 Reviews,396,�158 ,"Instant Geyser3 L5 Year Warranty On Inner Tank, 1 Year On Components",59% off
"IVAS 3 L Instant Water Geyser (Austral, White)","₹2,799","2,799",N/A,#VALUE!,#VALUE!,"Instant Geyser3 L5 years warranty on the tank, 2 years warranty on the element, and 2 years warranty on the product.",39% off
"V-Guard 15 L Storage Water Geyser (Steamer Plus ECH, White)","₹8,648","8,648",497 Ratings & 60 Reviews,497,�60 ,"Storage Geyser15 L2 Years on Product, 3 Years on Heating Element and 7 Years on Inner Tank",8% off
"Racold 20 L Storage Water Geyser (Andris Slim, White)","₹10,799","10,799",194 Ratings & 11 Reviews,194,�11 ,Storage Geyser20 L2 Years on Product,16% off
"DIGISMART 25 L Storage Water Geyser (SUPER_HOTLINE_25LTR, Multicolor)","₹3,899","3,899",140 Ratings & 50 Reviews,140,�50 ,Storage Geyser25 L1 YEAR MANUFACTURER WARRANTY,44% off
"BAJAJ 5 L Instant Water Geyser (Bajaj Skive 5L 3KW Instant Water Heater, White)","₹3,799","3,799","1,659 Ratings & 75 Reviews","1,659",�75 ,Instant Geyser5 L2 Years Domestic Warranty,52% off
"USHA 15 L Storage Water Geyser (Misty Pro, Twinkling Grey)","₹6,399","6,399",45 Ratings & 2 Reviews,45,�2 ,"Storage Geyser15 L2 Years Warranty on Product, 3 Years on Heating Element and 7 Years on Tank",43% off
"Racold 15 L Storage Water Geyser (Buono Pro NXG 15 Ltr With Free Installation & PIpes, White)","₹6,799","6,799","2,069 Ratings & 183 Reviews","2,069",�183 ,"Storage Geyser15 L2 Years on Product, 2 Years on Heating Element and 5 Years on Tank",40% off
"Candes 6 L Storage Water Geyser (6METAL, Ivroy)","₹2,769","2,769","15,021 Ratings & 2,337 Reviews","15,021","�2,337 ","Storage Geyser6 L5 Years Warranty on Inner Container & 1 Year Warranty on Components including On-Site & Off-Site, Domestic & International Warranty",52% off
"GRINISHA 1 L Instant Water Geyser (1L Instant Water Geyser,Portable Geyser,Electric Geyser,Water Heate...","₹1,399","1,399",266 Ratings & 24 Reviews,266,�24 ,Instant Geyser1 LNA,60% off
"Racold 3 L Storage Water Geyser (Pronto Neo DN 3 Litres 3Kw Vertical Instant Water Heater, White)","₹3,625","3,625",20 Ratings & 2 Reviews,20,�2 ,Storage Geyser3 L2 Year For Complete Geyser And 5 Years For Tank,13% off
"DIGISMART 3 L Instant Water Geyser (Premium 3KVA Full ABS Body Special Anti Rust Coating Tank Geyser, ...","₹1,699","1,699",583 Ratings & 217 Reviews,583,�217 ,Instant Geyser3 L1 YEAR ON ELECTRICAL COMPONENTS + 2 YEAR ON TANK,55% off
"Kanishka 15 L Storage Water Geyser (LOTUS 5 Star, Grey, White)","₹3,499","3,499",488 Ratings & 73 Reviews,488,�73 ,Storage Geyser15 L1 Year Manufacture Warranty on Components and 5 Years Warranty on Inner Container.,53% off
"Racold 10 L Storage Water Geyser (Buono Pro, White)","₹6,199","6,199",68 Ratings & 7 Reviews,68,�7 ,"Storage Geyser10 L2 Years on Product, 2 Years on Heating Element and 3 Years on Tank",23% off
"HAVELLS 15 L Storage Water Geyser (Monza Slim HL, White)","₹9,560","9,560",37 Ratings & 1 Reviews,37,�1 ,"Storage Geyser15 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",28% off
"Venus 6 L Storage Water Geyser (Audra 06AV, Ivory)","₹5,957","5,957",91 Ratings & 6 Reviews,91,�6 ,"Storage Geyser6 LGuarantee -7 Years on Inner Tank, 3 Years on Heating Element & 2 Years on Product",32% off
"Racold 3 L Instant Water Geyser (Pronto Pro 3 L, White)","₹2,799","2,799","1,923 Ratings & 133 Reviews","1,923",�133 ,Instant Geyser3 L2 Years on Product 2 Years on Heating Element 5 Years on Tank,42% off
"BAJAJ 10 L Instant Water Geyser (immorto, White, Sky Blue)","₹7,949","7,949",N/A,#VALUE!,#VALUE!,Instant Geyser10 LNA,45% off
FABER Tankless Instant Water Geyser (Faber Agnes 3.5 kW Tankless Water Geyser| 8 Bar Pressure| Instant...,"₹4,590","4,590",4 Ratings & 1 Reviews,4,�1 ,"Instant Geyser0 L3 Years on Heating Element, 2 Years on Product",42% off
BAJAJ 3 L Instant Water Geyser (Bajaj Majesty 3L 3kW Instant Water Heater with 24 inches SS Pipes Pair...,"₹3,590","3,590",453 Ratings & 39 Reviews,453,�39 ,Instant Geyser3 L2 Year Manufacturer Warranty,25% off
"BAJAJ 25 L Storage Water Geyser (Astor 25 ltr, White)","₹7,000","7,000",N/A,#VALUE!,#VALUE!,Storage Geyser25 Lcompany side warranty,51% off
"Racold 25 L Storage Water Geyser with Flexi Pipe and Free Installation (OMNIS 25 DG 2KW B, White | Bla...","₹12,799","12,799",240 Ratings & 21 Reviews,240,�21 ,"Storage Geyser25 L2 Years on Product, 4 Years on Heating Element and 7 Years on Tank",40% off
"HAVELLS 25 L Storage Water Geyser with Flexi Pipe and Free Installation (Troica, Ivory Brown)","₹9,899","9,899",159 Ratings & 14 Reviews,159,�14 ,"Storage Geyser25 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",29% off
"Crompton 25 L Storage Water Geyser (Amica 25 L (2025), Black, White)","₹7,390","7,390",564 Ratings & 63 Reviews,564,�63 ,"Storage Geyser25 LProduct: 2 Years, Element: 2 Years, Tank: 7 Years",40% off
"HAVELLS 25 L Storage Water Geyser (ADONIA R, White)","₹15,199","15,199",121 Ratings & 15 Reviews,121,�15 ,"Storage Geyser25 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",36% off
"HAVELLS 25 L Storage Water Geyser (Puro Plus, Ivory)","₹9,749","9,749",106 Ratings & 12 Reviews,106,�12 ,"Storage Geyser25 L5 year warranty on Inner Container, 2 year comprehensive Warranty",22% off
"BAJAJ 6 L Gas Water Geyser (Majesty Duetto Gas Water Heater, White)","₹6,657","6,657",21 Ratings & 2 Reviews,21,�2 ,Gas Geyser6 L2 Year Warranty on Product,24% off
"Crompton 15 L Storage Water Geyser (ASWH-3015, White)","₹5,699","5,699","24,236 Ratings & 1,555 Reviews","24,236","�1,555 ","Storage Geyser15 LTank: 5 years, Heating Element: 2 years, Product: 2 years",45% off
"Kenstar 5.5 L Instant Water Geyser (JACUZZI NEO 5.5 L, White)","₹2,799","2,799","3,298 Ratings & 308 Reviews","3,298",�308 ,"Instant Geyser5.5 L5 Years on Tank, 2 Years on Heating Element, 2 Years on Product",64% off
"Sunflame 25 L Storage Water Geyser (Rolig Temperature Control Knob | Faster Heating, White)","₹7,199","7,199",N/A,#VALUE!,#VALUE!,Storage Geyser25 LAny manufacturing defect,31% off
"Venus 15 L Storage Water Geyser (Celo 15CV, IOVRY)","₹7,999","7,999",235 Ratings & 21 Reviews,235,�21 ,"Storage Geyser15 L7 Years on Producst, 2 Years on Element, 2 Years on Product",26% off
"HAVELLS 25 L Storage Water Geyser (Puro Plus, Ivory)","₹9,749","9,749",106 Ratings & 12 Reviews,106,�12 ,"Storage Geyser25 L5 year warranty on Inner Container, 2 year comprehensive Warranty",22% off
"HAVELLS 25 L Storage Water Geyser (VALERIO 25L, White)","₹11,299","11,299",N/A,#VALUE!,#VALUE!,"Storage Geyser25 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",33% off
"V-Guard 3 L Instant Water Geyser (Sprin hot, Ivory)","₹3,540","3,540",108 Ratings & 13 Reviews,108,�13 ,Instant Geyser3 L2 Years Manufacturer Warranty,30% off
"RENUMAX 1 L Instant Water Geyser (Instant portable water heater geyser for use home, White)",₹888,888,849 Ratings & 50 Reviews,849,�50 ,Instant Geyser1 L6 month WARRANTY,70% off
"V-Guard 10 L Storage Water Geyser (Sprinhot?, White)","₹9,599","9,599",780 Ratings & 89 Reviews,780,�89 ,Storage Geyser10 L2 Year,12% off
"Orient Electric 25 L Storage Water Geyser (Enamour Plus, White)","₹8,269","8,269",3 Ratings & 0 Reviews,3,�0 ,Storage Geyser25 L2 year Warranty on product,58% off
"Haier 15 L Storage Water Geyser (ES15V-Precis, White)","₹7,499","7,499",206 Ratings & 31 Reviews,206,�31 ,Storage Geyser15 L3 Years Warranty on Product and 7 Years Warranty on Tank,34% off
"HAVELLS 5 L Storage Water Geyser (INSTANIO 5L STORAGE ELECTRIC WATER HEATER, White)","₹6,990","6,990",N/A,#VALUE!,#VALUE!,"Storage Geyser5 L7 YEARS INNER CONTAINER WARRANTY, 4 YEARS HEATING ELEMENT WARRANTY, 2YEARS COMPREHENSIVE WARRANTY",16% off
"Venus 15 L Storage Water Geyser (Audra 15AV, Ivory)","₹6,595","6,595",481 Ratings & 43 Reviews,481,�43 ,"Storage Geyser15 LGuarantee -7 Years on Inner Tank, 3 Years on Heating Element & 2 Years on Product",33% off
"Crompton 3 L Instant Water Geyser (AWH-3LRPIDJT3KW5Y, White)","₹2,839","2,839",10 Ratings & 0 Reviews,10,�0 ,Instant Geyser3 LNA,38% off
"BAJAJ 25 L Storage Water Geyser (ASTOR, White & Grey)","₹7,499","7,499",N/A,#VALUE!,#VALUE!,Storage Geyser25 L2 Year Warranty on Product 2 Year Warranty on Heating Element & 5 Year Warranty on Inner Tank,48% off
"HAVELLS 15 L Storage Water Geyser (Monza DX 15 L, White)","₹10,549","10,549","1,149 Ratings & 140 Reviews","1,149",�140 ,"Storage Geyser15 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",15% off
"Venus 15 L Storage Water Geyser (Lyra 15R, Ivory, Orange)","₹10,749","10,749",148 Ratings & 19 Reviews,148,�19 ,Storage Geyser15 L7 Years on Heater Tank & 3 Years on Heating Element & 2 Years on Product,18% off
"Haier 25 L Storage Water Geyser (Electric Geyser, White)","₹9,129","9,129",538 Ratings & 60 Reviews,538,�60 ,Storage Geyser25 L4 years on product 7 years on inner tank,12% off
"BAJAJ 3 L Instant Water Geyser (FLORA, White)","₹3,999","3,999",N/A,#VALUE!,#VALUE!,Instant Geyser3 L2 Year Warranty on Product & 3 Year Warranty on Heating Element & 5 Year Warranty on Inner Tank,34% off
"Jaquar 15 L Storage Water Geyser (Meta Manual Vertical 15 Ltr, White)","₹8,149","8,149",N/A,#VALUE!,#VALUE!,"Storage Geyser15 L7 Years on Tank,4 Years on Heating Element and 2 Years on Other Parts",7% off
"Crompton 25 L Storage Water Geyser (Solarium Care 25 Ltr Glasslined With Free Installation & Pipes, Wh...","₹9,789","9,789","1,962 Ratings & 160 Reviews","1,962",�160 ,"Storage Geyser25 LTank: 7 years, Heating Element: 3 years, Product: 2 years",34% off
"V-Guard 10 L Storage Water Geyser (Valco 10 Liter Electric Water Heater, White)","₹6,630","6,630",N/A,#VALUE!,#VALUE!,Storage Geyser10 LMatteo 15 comes with a 2-year offsite domestic warranty for manufacturing defects. The Heating Element has a warranty of 3 years & the Inner Tank has a warranty of 5 years. Please contact V-Guard Customer Care 1800 103 1300(Toll-free) for service-related issues.,38% off
"HAVELLS 10 L Storage Water Geyser (Instanio 10-Litre Instant Geyser, White)","₹7,680","7,680",41 Ratings & 3 Reviews,41,�3 ,Storage Geyser10 LNa,28% off
"Kenstar 10 L Storage Water Geyser (QUANTUM, White, Orange)","₹5,099","5,099","1,879 Ratings & 184 Reviews","1,879",�184 ,"Storage Geyser10 L2 Years Comprehensive Warranty. 7 Years on Tank, 2 Years on Heating Element, 2 Years on Product",60% off
"Crompton 15 L Storage Water Geyser (Crompton Versa ASWH-3515, White)","₹6,599","6,599",N/A,#VALUE!,#VALUE!,Storage Geyser15 L5 Years on Geyser,42% off
"Crompton 3 L Instant Water Geyser (Rapid Jet 3L ( 3KW ) Water Heater Instant Wall Mount, White)","₹2,789","2,789",4 Ratings & 0 Reviews,4,�0 ,Instant Geyser3 Lna,44% off
"USHA 15 L Storage Water Geyser (WARMBOY, Grey)","₹6,750","6,750",3 Ratings & 0 Reviews,3,�0 ,"Storage Geyser15 L2 Years on Product, 3 Years on Heating Element and 7 Years on Tank",45% off
"Orient Electric 15 L Storage Water Geyser (Aquabliss Plus, White)","₹6,399","6,399","2,191 Ratings & 229 Reviews","2,191",�229 ,"Storage Geyser15 L7 Years on Tank, 3 Years on Heating Element and 2 Years on Product",26% off
"Unicorn 3 L Instant Water Geyser (3 L Instant Water Geyser (3 KVA Anti Rust Coated SS Tank, Full Abs B...","₹2,299","2,299",N/A,#VALUE!,#VALUE!,Instant Geyser3 L1 Year Limited Domestic Brand Warranty on Product & 5 Years on Inner Tank/Container.,42% off
Capital 1 L Instant Water Geyser (PORTABLE GEYSER 1 L Instant Water Geyser (PORTABLE GEYSER 1 L Instan...,"₹1,099","1,099","5,469 Ratings & 605 Reviews","5,469",�605 ,Instant Geyser1 Lna,45% off
"Crompton 6 L Storage Water Geyser (Classic 6 Ltr, White)","₹6,390","6,390","10,019 Ratings & 940 Reviews","10,019",�940 ,"Storage Geyser6 LTank: 5 years, Heating Element: 2 years, Product: 2 years",8% off
"V-Guard 15 L Storage Water Geyser with Free Installation & Flexi Pipes (Pebble Shine DG 15L, Grape Red...","₹10,349","10,349",3 Ratings & 0 Reviews,3,�0 ,"Storage Geyser15 L2 Year on Product, 4 Year on Heating Element, 7 Year on Inner Tank",40% off
"USHA 25 L Storage Water Geyser (Misty, Ivory Cherry Blossom)","₹8,889","8,889",19 Ratings & 1 Reviews,19,�1 ,"Storage Geyser25 L2 Years on Product, 3 Years on Heating Element and 7 Years on Tank",21% off
