title,price,geyser_price,rating,geyser_rating,geyser_reviews,description,discount
"BHABURLY 10 L Storage Water Geyser (ADENA 10 Litre Burly Water Heater, White & Black)","₹3,999","3,999",N/A,#VALUE!,#VALUE!,"Storage Geyser10 L7 Years on Tank, 2 Years Product Warranty & 2 Years  on Tank",60% off
"HAVELLS 25 L Storage Water Geyser (Monza Slim, White)","₹11,499","11,499",64 Ratings & 13 Reviews,64,�13 ,"Storage Geyser25 L5 year warranty on Inner Container, 2 year comprehensive Warranty",12% off
"USHA 10 L Storage Water Geyser (aquerra 10L, White)","₹8,499","8,499",10 Ratings & 1 Reviews,10,�1 ,"Storage Geyser10 L2 Years on Product, 3 Years on Heating Element and 8 Years on Tank",23% off
"V-Guard 15 L Storage Water Geyser (PEBBLE PRO 15L WITH SAFE SHOCK 5 STAR AND PIPE, PURPLE WHITE)","₹9,999","9,999",4 Ratings & 1 Reviews,4,�1 ,"Storage Geyser15 L2 Year on Product, 4 Year on Heating Element, 7 Year on Inner Tank",37% off
"Crompton 10 L Storage Water Geyser (Amica ASWH-2010 10-L, Black, White)","₹5,435","5,435","13,062 Ratings & 1,414 Reviews","13,062","�1,414 ","Storage Geyser10 LTank: 7 years, Heating Element: 2 years, Product: 2 years",48% off
"Ruchi World 1 L Instant Water Geyser (Instant portable water heater geyser for use home, Black)",₹823,823,22 Ratings & 1 Reviews,22,�1 ,Instant Geyser1 L1 month WARRANTY,72% off
"Crompton 25 L Storage Water Geyser (Solarium Neo, Ivory)","₹8,850","8,850",259 Ratings & 27 Reviews,259,�27 ,"Storage Geyser25 L2 Years for Geyser, 3 Years for Element, 5 Years for Tank",27% off
"V-Guard 6 L Instant Water Geyser (Pebble, Ivory, Red)","₹7,199","7,199",550 Ratings & 69 Reviews,550,�69 ,"Instant Geyser6 Lproduct warranty of 2 years, heating element warranty of 4 years and inner tank warranty of 7 years.",19% off
"V-Guard 5 L Instant Water Geyser (Zio 5 L, White)","₹3,499","3,499","11,691 Ratings & 918 Reviews","11,691",�918 ,Instant Geyser5 L2 Year (Product Warranty) & 5 Year (Inner Tank Warranty),44% off
V-Guard 10 L Storage Water Geyser with Free Installation & Flexi Pipes (Pebble Shine Plus 10 Litre wit...,"₹8,549","8,549",242 Ratings & 29 Reviews,242,�29 ,"Storage Geyser10 L2 Year on Product, 4 Year on Heating Element, 7 Year on Inner Tank",32% off
"V-Guard 25 L Storage Water Geyser (EC PRO with Glass line AC (Anti-Corrosion) coating, White)","₹7,999","7,999",N/A,#VALUE!,#VALUE!,Storage Geyser25 L2-year product warranty and a 3-year warranty on heating element and 7 years warranty for the inner tank,35% off
"Orient Electric 3 L Instant Water Geyser (REVATTO, White)","₹3,099","3,099",4 Ratings & 1 Reviews,4,�1 ,"Instant Geyser3 L5 years tank, 2 years overall",40% off
"good choice 10 L Storage Water Geyser (WILLSON SERIES WITH INLET OUTLET PIPE AND ASSEMBLY KIT, WHITE G...","₹2,939","2,939",40 Ratings & 12 Reviews,40,�12 ,Storage Geyser10 L1 year manufacture warranty on geyser and 30 Month on inner tank,58% off
"Crompton 3 L Instant Water Geyser (Rapidjet Plus, White)","₹3,599","3,599",15 Ratings & 0 Reviews,15,�0 ,"Instant Geyser3 LTank: 5 years, Heating Element: 2 years, Product: 2 years",29% off
"BAJAJ 15 L Storage Water Geyser (Majesty PC Deluxe 15 L With Glasslined Technology, Black, Multicolor)","₹9,849","9,849","1,726 Ratings & 149 Reviews","1,726",�149 ,Storage Geyser15 L2 years on product,9% off
"Indo 10 L Storage Water Geyser (Amelio, Ivory)","₹6,849","6,849","2,860 Ratings & 352 Reviews","2,860",�352 ,Storage Geyser10 L2 Years Warranty,N/A
"V-Guard 10 L Storage Water Geyser (GLADO 10L WHITE #NEW_MODEL, White)","₹8,400","8,400",9 Ratings & 3 Reviews,9,�3 ,Storage Geyser10 L2 YEAR ON SITE,35% off
"Orient Electric 25 L Storage Water Geyser (WS2502M, White)","₹7,145","7,145","3,797 Ratings & 448 Reviews","3,797",�448 ,"Storage Geyser25 L5 years warranty on tank, 2 years on product",20% off
"Capital 1 L Instant Water Geyser (Geyser 1 L Instant Water Geyser, WHITE RED)","₹1,099","1,099","5,469 Ratings & 605 Reviews","5,469",�605 ,Instant Geyser1 Lna,63% off
"zigma 25 L Storage Water Geyser (Classic Copper Element, Ivory)","₹4,499","4,499",270 Ratings & 31 Reviews,270,�31 ,Storage Geyser25 L1 Year Manufacture Warranty on Components and 5 Years Warranty on Inner Container.,62% off
"Zunpulse 25 L Storage Water Geyser (Adara Plus Geyser #PhoneSeKaroControl, White)","₹5,599","5,599",6 Ratings & 2 Reviews,6,�2 ,Storage Geyser25 L5 years on tank & 2 years on all other component,50% off
"Orient Electric 15 L Storage Water Geyser (Ecowonder Digital 15, White)","₹6,749","6,749",83 Ratings & 10 Reviews,83,�10 ,"Storage Geyser15 L7 Years on Tank, 4 Years on Heating Element and 2 Years on Product",35% off
"V-Guard 15 L Storage Water Geyser (EC PRO with Glass line AC (Anti-Corrosion) coating, White)","₹6,799","6,799",17 Ratings & 0 Reviews,17,�0 ,Storage Geyser15 L2-year product warranty and a 3-year warranty on heating element and 7 years warranty for the inner tank,37% off
"ACTIVA 25 L Storage Water Geyser (EXECUTIVE, White)","₹4,399","4,399",93 Ratings & 38 Reviews,93,�38 ,"Storage Geyser25 L5 Year Warranty On Inner Tank, 1 Year On Components",37% off
"Hindware Atlantic 15 L Storage Water Geyser (cristallo, GREY & WHITE)","₹5,500","5,500",N/A,#VALUE!,#VALUE!,Storage Geyser15 L2 YEARS ON HEATING ELEMENT,37% off
"Unicorn 6 L Storage Water Geyser (Superb, Ivory)","₹3,199","3,199",N/A,#VALUE!,#VALUE!,Storage Geyser6 L1 Year Limited Domestic Brand Warranty on Product & 5 Years on Inner Tank/Container.,48% off
"Blowhot 25 L Storage Water Geyser (Anti Rust Glass Line Tank, Digital Display, Auto CUT-OFF 2000 Watt,...","₹8,990","8,990",150 Ratings & 26 Reviews,150,�26 ,"Storage Geyser25 L1 Year General Warranty (5 Years Storage Tank, 2 Years Heating Element, 1 Year Solenoid Valve)",30% off
"ACTIVA 35 L Storage Water Geyser (AMAZON 5 STAR, IVORY)","₹4,199","4,199","3,608 Ratings & 1,546 Reviews","3,608","�1,546 ","Storage Geyser35 L5 Year Warranty On Inner Tank, 1 Year On Components",47% off
"Jaquar 6 L Storage Water Geyser (ESSCO, White)","₹4,999","4,999",18 Ratings & 1 Reviews,18,�1 ,Storage Geyser6 L5 year warrrent on body,21% off
"V-Guard 25 L Storage Water Geyser (Victo Plus 25 Litre with Safe Shock Module, 5 Star, White)","₹8,549","8,549",239 Ratings & 30 Reviews,239,�30 ,"Storage Geyser25 L2 Year on Product, 3 Year on Heating Element, 5 Year on Inner Tank",25% off
"ACTIVA 25 L Storage Water Geyser (AMAZON 5 STAR Glasslined, IVORY)","₹3,799","3,799",496 Ratings & 182 Reviews,496,�182 ,Storage Geyser25 L5 Years on Inner Tank,49% off
"Venus 15 L Storage Water Geyser (Mega plus 15EV, ivory)","₹6,053","6,053","3,652 Ratings & 395 Reviews","3,652",�395 ,"Storage Geyser15 L5 years on inner tank, 2 years on heating element and 2 years on product",37% off
"zigma 10 L Storage Water Geyser (Neer ISI Certified 4 Star, White)","₹4,499","4,499",6 Ratings & 0 Reviews,6,�0 ,Storage Geyser10 L1 Year Manufacture Warranty on Components and 5 Years Warranty on Inner Container.,19% off
"Venus 10 L Storage Water Geyser (LYRA 10R, IVORY/RED)","₹9,250","9,250",15 Ratings & 2 Reviews,15,�2 ,"Storage Geyser10 L7 Years on Inner Tank,3 Years on Heating Element ,2  Years on Product",27% off
"BAJAJ 25 L Storage Water Geyser (New Shakti Neo Plus 25 L With Titanium Armour Technology, White)","₹7,649","7,649",13 Ratings & 0 Reviews,13,�0 ,Storage Geyser25 L2 Year Manufacturer Warranty,48% off
"Kenstar 3 L Instant Water Geyser (INSTE, White)","₹2,799","2,799",9 Ratings & 1 Reviews,9,�1 ,Instant Geyser3 L2 Years Product Warranty 5 Years Tank Warranty 2 Years Warranty on ISI Certified Heating Element,44% off
"Racold 25 L Storage Water Geyser (CDR SP 25V 2KW WH-N, White)","₹8,799","8,799",409 Ratings & 53 Reviews,409,�53 ,Storage Geyser25 L5 year warranty on inner container ; 2 year warranty on heating element ; 2 year comprehensive Warranty,20% off
"HAVELLS 10 L Storage Water Geyser (I, White)","₹7,680","7,680",121 Ratings & 17 Reviews,121,�17 ,"Storage Geyser10 L5 year warranty on Inner Container, 2 year comprehensive Warranty",35% off
"HAVELLS 6 L Storage Water Geyser (INSTANIO, WHITE-BLUE)","₹7,975","7,975","1,363 Ratings & 152 Reviews","1,363",�152 ,"Storage Geyser6 L7 year warranty on Inner Container, 2 year comprehensive Warranty",11% off
V-Guard 15 L Storage Water Geyser with Free Installation & Flexi Pipes (Pebble Shine Plus 15 Litre wit...,"₹9,499","9,499",242 Ratings & 29 Reviews,242,�29 ,"Storage Geyser15 L2 Year on Product, 4 Year on Heating Element, 7 Year on Inner Tank",30% off
"HAVELLS 10 L Storage Water Geyser with Flexi Pipe and Free Installation (Troica, Ivory Brown)","₹7,399","7,399",32 Ratings & 3 Reviews,32,�3 ,"Storage Geyser10 L7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element, 2 Years Comprehensive Warranty",29% off
"CSI INTERNATIONAL 1 L Instant Water Geyser (CSI round, Red)","₹1,099","1,099",18 Ratings & 1 Reviews,18,�1 ,Instant Geyser1 L1 year,45% off
"Kenstar 15 L Storage Water Geyser (QUANTUM, WHITE & ORANGE)","₹5,499","5,499","1,879 Ratings & 184 Reviews","1,879",�184 ,"Storage Geyser15 L2 Years Comprehensive Warranty. 7 Years on Tank, 2 Years on Heating Element & 2 Years on Product",63% off
"Orient Electric 15 L Storage Water Geyser (WH1503P, White)","₹8,329","8,329","1,084 Ratings & 98 Reviews","1,084",�98 ,"Storage Geyser15 L7 Years on Tank, 4 Years on Element, 2 Years on Product",18% off
"Polar 3 L Storage Water Geyser (Water Heater (Geyser) Anti-Rust Tank, 15 Litre 4-star rated ,2000W, Wh...","₹2,654","2,654",N/A,#VALUE!,#VALUE!,Storage Geyser3 Lna,46% off
"AO Smith 15 L Storage Water Geyser (Elegance Slim-LHS, White)","₹9,890","9,890",N/A,#VALUE!,#VALUE!,Storage Geyser15 L24 MONTHS,15% off
"USHA 6 L Storage Water Geyser (Misty, Twinkling Grey)","₹6,500","6,500","1,737 Ratings & 240 Reviews","1,737",�240 ,Storage Geyser6 L3 Years on Heating Element and 7 Years on Tank,18% off
"T.S. Electricals 1 L Instant Water Geyser (Smart Instant Water Geyser TS-1IG1, White)","₹1,099","1,099",10 Ratings & 1 Reviews,10,�1 ,Instant Geyser1 L6 Month Manufacturer Warranty,35% off
"Haier 10 L Storage Water Geyser Shock Proof Incology Heating Element (ES10V-VL-F, White)","₹5,999","5,999",7 Ratings & 0 Reviews,7,�0 ,"Storage Geyser10 L3 years on product, 4 years on heating element and 10 years on inner tank . During Installation Customer will choose to change interchange panel.3 others clr available.",33% off
"Sunflame 10 L Storage Water Geyser (Lamia, Faster Heating | Temperature Control Knob, White)","₹6,499","6,499",3 Ratings & 0 Reviews,3,�0 ,Storage Geyser10 LAny manufacturing defect,31% off
"Blowhot 15 L Storage Water Geyser (Spring BEE 5 Star Rating Metallic Body Copper Heating Element, Whit...","₹5,190","5,190",11 Ratings & 1 Reviews,11,�1 ,"Storage Geyser15 L1 year General Warranty, 5 Year on Storage Tank and 2 Year on Heating Element",45% off
"AO Smith 10 L Storage Water Geyser (Finesse, White)","₹8,790","8,790",56 Ratings & 3 Reviews,56,�3 ,Storage Geyser10 LNA,32% off
"Yalli sun 1.5 L Instant Water Geyser (VSS, Red)","₹1,790","1,790",620 Ratings & 68 Reviews,620,�68 ,Instant Geyser1.5 L2 years of off site warranty,33% off
"Hindware Smart Appliances 25 L Storage Water Geyser (Immedio Prime 25L, NA)","₹7,499","7,499","9,958 Ratings & 681 Reviews","9,958",�681 ,"Storage Geyser25 L2 Years Comprehensive Warranty on Product, 3 Years Warranty on Heating Element and 5 Years Warranty on Tank",63% off
"AO Smith 10 L Storage Water Geyser (Finesse, White)","₹8,790","8,790",56 Ratings & 3 Reviews,56,�3 ,Storage Geyser10 LNA,32% off
CSI INTERNATIONAL 1 L Instant Water Geyser (TANKLESS SMART INSTANT WATER HEATER GEYSER WITH 1 YEAR WAR...,"₹1,099","1,099",39 Ratings & 3 Reviews,39,�3 ,Instant Geyser1 L1 Year,63% off
"Crompton 15 L Storage Water Geyser (Classic 4-star rated Energy efficiency | Powerful heating, White)","₹6,249","6,249",N/A,#VALUE!,#VALUE!,Storage Geyser15 L2+5 year,30% off
"Khaitan 3 L Instant Water Geyser (Flamingo, White)","₹2,807","2,807",4 Ratings & 0 Reviews,4,�0 ,Instant Geyser3 L2 Year Comprehensive Warranty and 7 year on Inner Tank,37% off
"Racold 10 L Storage Water Geyser (Andris Uno, white body with black panel)","₹8,899","8,899",84 Ratings & 5 Reviews,84,�5 ,Storage Geyser10 LProduct – 2 years Heating Element – 3 years (2+1 Extended warranty) Tank –5 Years,27% off
"Polycab 15 L Storage Water Geyser (Superia 5 Star | Glasslined Coated Tank | Free Installation, Grey)","₹6,699","6,699",54 Ratings & 8 Reviews,54,�8 ,Storage Geyser15 L2 Year Warranty,48% off
"HAVELLS 6 L Storage Water Geyser (Instanio, White)","₹7,899","7,899","1,363 Ratings & 152 Reviews","1,363",�152 ,"Storage Geyser6 L2 Years Comprehensive Warranty on Product, 7 Years Warranty on Inner Container, 4 Years Warranty on Heating Element",21% off
"Kenstar 15 L Storage Water Geyser (Marvel 15 L With Free Pipe, White & Black)","₹6,999","6,999",85 Ratings & 11 Reviews,85,�11 ,Storage Geyser15 L2 Year warranty on Product and 5 years warranty on Tank,58% off
"Morphy Richards 10 L Storage Water Geyser (Lavo, White)","₹9,500","9,500",94 Ratings & 16 Reviews,94,�16 ,"Storage Geyser10 L2 Years Warranty on Product, 4 Years on Heating Element and 7 Years on Inner Tank",N/A
"OMEGA'S 15 L Storage Water Geyser (Aloma, Glass Line Coating Tank, 5-Star, White)","₹5,099","5,099",3 Ratings & 1 Reviews,3,�1 ,Storage Geyser15 L5 Years On Tank; 2 Years On Product; 2 Years On Elements. On-Site By Company Authorised Service Center,48% off
"Candes 15 L Storage Water Geyser (Perfecto, White, Copper Bronze)","₹4,079","4,079","7,882 Ratings & 1,378 Reviews","7,882","�1,378 ","Storage Geyser15 L1 Year Warranty on Components & 4 Years Warranty on Inner Container  including On-Site & Off-Site, Domestic & International Warranty",49% off
"V-Guard 15 L Storage Water Geyser (15 LTR EC DG SERIES, White)","₹8,599","8,599",N/A,#VALUE!,#VALUE!,Storage Geyser15 L2,37% off
Fantabulous 1 L Instant Water Geyser (Instant Portable Water Heater/Geyser for Home || Office || Resta...,₹897,897,309 Ratings & 26 Reviews,309,�26 ,Instant Geyser1 LNA,70% off
"Crompton 25 L Storage Water Geyser (Arno Supremus 25 L Glasslined With 5 Years Tank Warranty, Ivory, B...","₹7,855","7,855",154 Ratings & 11 Reviews,154,�11 ,"Storage Geyser25 L5 Years Inner Tank, 2 Years Element, 2 Years Product",37% off
"FABER 1 L Instant Water Geyser (FWG INSTA 1 L / 3 kW PRO, White)","₹2,550","2,550",29 Ratings & 6 Reviews,29,�6 ,"Instant Geyser1 L5 Years on Tank, 2 years on heating element and 1 year on product",14% off
"SURYA 3 L Instant Water Geyser (INSTA HOT, White)","₹2,699","2,699",4 Ratings & 0 Reviews,4,�0 ,Instant Geyser3 L5 year warranty on Inner tank and 2 Year on Electrical Components,48% off
"BAJAJ 15 L Storage Water Geyser (SHAKTI PLUS 4STAR, IVORY)","₹6,999","6,999",711 Ratings & 101 Reviews,711,�101 ,Storage Geyser15 L2 Year Manufacturer Warranty,20% off
"Venus 15 L Storage Water Geyser (Audra 15AV, Ivory)","₹6,595","6,595",481 Ratings & 43 Reviews,481,�43 ,"Storage Geyser15 LGuarantee -7 Years on Inner Tank, 3 Years on Heating Element & 2 Years on Product",33% off
CSI INTERNATIONAL 1 L Instant Water Geyser (1L INSTANT WATER PORTABLE HEATER GEYSER SHOCK PROOF PLASTI...,"₹1,392","1,392","16,206 Ratings & 1,426 Reviews","16,206","�1,426 ",Instant Geyser1 L1 Year,30% off
"STANDARD 15 L Storage Water Geyser (droid 15 litres, White)","₹7,899","7,899",N/A,#VALUE!,#VALUE!,Storage Geyser15 L4 years on heating element and 7 years on tank,44% off
"V-Guard 25 L Storage Water Geyser (IRIS 25, White)","₹9,999","9,999",12 Ratings & 5 Reviews,12,�5 ,Storage Geyser25 L7 Years for inner tank +3 Years on heating element + 2 year product,33% off
"V-Guard 15 L Storage Water Geyser with Free Installation & Flexi Pipes (Pebble Shine 3kW 15 Litre, 5 S...","₹9,499","9,499","1,060 Ratings & 149 Reviews","1,060",�149 ,"Storage Geyser15 L2 Year on Product, 4 Year on Heating Element, 7 Year on Inner Tank",40% off
Capital 1 L Instant Water Geyser (1 L Instant Water Geyser (1 L Instant Water Geyser (Instant Water Ge...,"₹1,099","1,099",291 Ratings & 33 Reviews,291,�33 ,Instant Geyser1 Lna,45% off
"Lazer 10 L Storage Water Geyser (CUBE Vertical Glassline 5 Star, White)","₹5,999","5,999",22 Ratings & 4 Reviews,22,�4 ,Storage Geyser10 L7 Years Warranty on Inner Tank & 4 Years on Electrical components  And 2 Years  on Product,39% off
"MARC 15 L Storage Water Geyser (SPOUT 15L Storage Geyser I 4 STAR Energy Rating, Grey)","₹4,990","4,990",7 Ratings & 0 Reviews,7,�0 ,Storage Geyser15 LManufacturing Defffect only,22% off
"V-Guard 3 L Instant Water Geyser (MAHA, White)","₹3,180","3,180",7 Ratings & 0 Reviews,7,�0 ,Instant Geyser3 L2 YEAR WARRANTY AND 5 YEAR REPLACEMENT FOR INNER TANK WARRANTY,26% off
"DIGISMART 25 L Storage Water Geyser (HOTLINE 5 STAR, IVORY)","₹3,799","3,799",136 Ratings & 65 Reviews,136,�65 ,Storage Geyser25 L1 YEAR MANUFACTURER WARRANTY,45% off
Capital 1 L Instant Water Geyser (1L MCB INSTANT WATER PORTABLE HEATER GEYSER SHOCK PROOF BODY WITH HA...,"₹1,469","1,469","5,469 Ratings & 605 Reviews","5,469",�605 ,Instant Geyser1 LNA,26% off
"Hindware Smart Appliances 15 L Storage Water Geyser (Xceed Prime, White)","₹6,499","6,499","2,928 Ratings & 348 Reviews","2,928",�348 ,"Storage Geyser15 L7 Years on Tank, 2 Years on Element and 2 years comprehensive",64% off
"Crompton 15 L Storage Water Geyser (Versa 15 L With Superior Glasslined Technology, White, Maroon)","₹6,599","6,599",5 Ratings & 2 Reviews,5,�2 ,"Storage Geyser15 L5 Years Inner Tank, 2 Years Element, 2 Years Product",40% off
"BAJAJ 25 L Storage Water Geyser (Maestro water heater 25 ltr beige/ white glass line, Beige/ white)","₹9,999","9,999",6 Ratings & 0 Reviews,6,�0 ,Storage Geyser25 L2 year on product 3 years on element and 10 years on inner tank,51% off
"SURYA 10 L Storage Water Geyser (Arctic 2018, White)","₹5,649","5,649",42 Ratings & 1 Reviews,42,�1 ,Storage Geyser10 L7 year inner tank and 2 year electrical component,27% off
"Venus 6 L Storage Water Geyser (Audra 06AV, Ivory)","₹5,957","5,957",91 Ratings & 6 Reviews,91,�6 ,"Storage Geyser6 LGuarantee -7 Years on Inner Tank, 3 Years on Heating Element & 2 Years on Product",32% off
"Kamyaart 1 L Instant Water Geyser (Suitable For Residential & Professional Uses, Black)",₹917,917,63 Ratings & 6 Reviews,63,�6 ,Instant Geyser1 L1 year,73% off
"V-Guard 25 L Storage Water Geyser (Steamer Plus, White)","₹7,499","7,499",123 Ratings & 14 Reviews,123,�14 ,Storage Geyser25 L2 year main full warranty & 8 Year Tank warranty,26% off
"BAJAJ 3 L Instant Water Geyser (FLORA 3 LTR, White)","₹3,299","3,299",46 Ratings & 4 Reviews,46,�4 ,Instant Geyser3 L2 YEAR WARRANTY ON PRODUCT 3YEAR WARRANTY ON HEATING ELEMENT 5 YEAR ON INNER TANK,44% off
"Crompton 25 L Storage Water Geyser (Classic 25 Ltr 4 Star, White)","₹7,549","7,549","24,236 Ratings & 1,555 Reviews","24,236","�1,555 ","Storage Geyser25 LTank: 5 years, Heating Element: 2 years, Product: 2 years",38% off
"GRINISHA 1 L Instant Water Geyser (1 L Instant Water Geyser,Instant Water Heater,Gijar Hot Water Elect...","₹1,099","1,099",266 Ratings & 24 Reviews,266,�24 ,Instant Geyser1 LNA,63% off
"Crompton 15 L Storage Water Geyser (SWH-3315 IOT, White)","₹12,599","12,599",10 Ratings & 2 Reviews,10,�2 ,"Storage Geyser15 L7 years in tank, 2 years on element and 2 years on product.",25% off
"KWW 10 L Storage Water Geyser (wh 001, IVORY)","₹4,500","4,500",N/A,#VALUE!,#VALUE!,"Storage Geyser10 L5 YEARS ON INNER TANK, 2 YEARS ON HEATING ELEMENT, 2 YEARS ON WHOLE PRODUCT",40% off
"Lazer 25 L Storage Water Geyser (Aquatic,Vertical, Glassline 5 Star with free installation kit, White)","₹6,499","6,499",54 Ratings & 2 Reviews,54,�2 ,Storage Geyser25 L7 Years Warranty on Inner Tank & 4 Years on Electrical components  And 2 Years  on Product,38% off
"Orient Electric 15 L Instant Water Geyser (Prithvi 15L, White)","₹6,699","6,699",N/A,#VALUE!,#VALUE!,Instant Geyser15 L2 years on product,29% off
"Racold 50 L Storage Water Geyser (PLATINUM ECO 50LT, White)","₹17,499","17,499",N/A,#VALUE!,#VALUE!,Storage Geyser50 LInner Tank: 7 years Product: 2 years Heating Element: 3 years,20% off
"Sansui 3 L Instant Water Geyser (ALLURE, Cobalt Blue)","₹2,099","2,099","14,472 Ratings & 1,791 Reviews","14,472","�1,791 ","Instant Geyser3 L2 Years Warranty on Product, 3 Years Warranty on Heating Element and 5 Years Warranty on Tank",53% off
"Hindware 15 L Storage Water Geyser (Cristello, White)","₹7,990","7,990",16 Ratings & 2 Reviews,16,�2 ,Storage Geyser15 L7 years on tank and 4 years on elements,20% off
"OMEGA'S 3 L Instant Water Geyser (3 Litre Instahot, White)","₹2,499","2,499",77 Ratings & 8 Reviews,77,�8 ,Instant Geyser3 L2 Year Limited Domestic Brand Warranty,58% off
"Haier 10 L Storage Water Geyser (ES10V-PV-1-(T), White)","₹6,199","6,199",N/A,#VALUE!,#VALUE!,Storage Geyser10 L3 Years Warranty on Product and 7 Years Warranty on Tank,49% off
"Racold 3 L Instant Water Geyser (3LT WITH CONNECTION PIPE, White)","₹3,604","3,604",28 Ratings & 1 Reviews,28,�1 ,Instant Geyser3 L5 YEARS TANK || 2 YEARS PRODUCT,20% off
"Crompton 25 L Storage Water Geyser (Classic 2915 4 star Geyser, White)","₹7,000","7,000",15 Ratings & 0 Reviews,15,�0 ,"Storage Geyser25 L5 years warranty on tank, 2 years warranty on heating element, 2 years warranty on product",22% off
"BAJAJ 25 L Storage Water Geyser (New Shakti Glasslined 25 L, White)","₹9,119","9,119",142 Ratings & 13 Reviews,142,�13 ,Storage Geyser25 L2 Years Manufacturer Warranty On Product & 5 Years On Inner Tank,31% off
Symphony 25 L Storage Water Geyser Hair Fall Control Geyser | PUROPOD: 9-Layer Advanced Water Filtrati...,"₹14,191","14,191",N/A,#VALUE!,#VALUE!,"Storage Geyser25 L7 Years Warranty on Tank, 3 Years Warranty on Heating Element, 2 Years Product Comprehensive Warranty",43% off
"Crompton 25 L Storage Water Geyser (Solarium Evo 25-L, Grey, Brown)","₹10,686","10,686",69 Ratings & 7 Reviews,69,�7 ,Storage Geyser25 L2 Years Warranty,18% off
"Venus 10 L Storage Water Geyser (Splash Pro 10 Litre, Mystic Rose)","₹9,940","9,940",N/A,#VALUE!,#VALUE!,"Storage Geyser10 L7 Years on Inner tank, 4 Years on Heating Element, 2 Years on Product",25% off
"GRINISHA 1 L Instant Water Geyser (1 L Instant Water Geyser,Portable Geyser,Electric Geyser,Water Heat...","₹1,399","1,399",266 Ratings & 24 Reviews,266,�24 ,Instant Geyser1 LNA,60% off
"Crompton 25 L Storage Water Geyser (ASWH-5225, White & Blue)","₹7,199","7,199","1,649 Ratings & 110 Reviews","1,649",�110 ,"Storage Geyser25 LTank: 5 years, Heating Element: 2 years, Product: 2 years",45% off
Rishikaenterprises 1 L Instant Water Geyser (RE_Tab instant portable water heater/geyser White Color_0...,"₹1,794","1,794",5 Ratings & 0 Reviews,5,�0 ,Instant Geyser1 L0,48% off
"Orient Electric 10 L Storage Water Geyser (Ecoswift Pro, White)","₹5,685","5,685",N/A,#VALUE!,#VALUE!,"Storage Geyser10 LTank: 5 years, Heating Element: 2 years, Product: 2 years",43% off
"Haier 25 L Storage Water Geyser (ES25V-PV1(PRE-PRO), White)","₹7,775","7,775",N/A,#VALUE!,#VALUE!,Storage Geyser25 L3 Years Warranty on Product and 7 Years Warranty on Tank,48% off
"Venus 6 L Storage Water Geyser (Sedra, Ivory)","₹7,325","7,325",N/A,#VALUE!,#VALUE!,"Storage Geyser6 L7 years on inner tank, 2 years on heating element and 2 years on product",25% off
"DIGISMART 15 L Storage Water Geyser (SUPER_HOTLINE_15LTR, Multicolor)","₹3,599","3,599",140 Ratings & 50 Reviews,140,�50 ,Storage Geyser15 L2 YEARS ON INNER TANK AND 1 YEARS ON ELECTRICAL PARTS,48% off
"Racold 35 L Storage Water Geyser (CDR DLX Vertical Water Heater, White)","₹10,599","10,599",N/A,#VALUE!,#VALUE!,Storage Geyser35 LInner Tank: 5 years Product: 2 years Heating Element: 2 years,12% off
"Bajya 1 L Instant Water Geyser (1 L Instant Water Geyser, Black)",₹897,897,35 Ratings & 4 Reviews,35,�4 ,Instant Geyser1 L1 Year Warranty Heating Element & Thermostat & 6 Month Warranty ON Product,67% off
"BAJAJ 3 L Instant Water Geyser (AERONO, White)","₹3,599","3,599",6 Ratings & 0 Reviews,6,�0 ,"Instant Geyser3 LWarranty on Tank 5 Years , Warranty on Heating Element 6 Years",41% off
"IVAS 25 L Storage Water Geyser (Thermosa, White)","₹6,499","6,499",N/A,#VALUE!,#VALUE!,"Storage Geyser25 L5 years warranty on the tank, 2 years warranty on the element, and 2 years warranty on the product.",52% off
"Crompton 10 L Storage Water Geyser (Solarium Evo 10-L, Grey, Brown)","₹6,795","6,795",69 Ratings & 7 Reviews,69,�7 ,Storage Geyser10 L2 Years Warranty,42% off
"Orient Electric 5.5 L Instant Water Geyser (Calidus Pro, White)","₹3,099","3,099","16,476 Ratings & 1,173 Reviews","16,476","�1,173 ","Instant Geyser5.5 L2 Years Domestic Warranty on Product, 2 Years Domestic Warranty on Heating Element and 5 Years Domestic Warranty on Inner Tank",61% off
"goodflame 3 L Instant Water Geyser (3 Ltr. Storage Water Geyser(White & Grey), Grey)","₹4,999","4,999",N/A,#VALUE!,#VALUE!,Instant Geyser3 L2 Years Warranty on Product,10% off
"Morphy Richards 25 L Storage Water Geyser (KUBE 25 litres Water heater, White)","₹10,134","10,134",N/A,#VALUE!,#VALUE!,"Storage Geyser25 LWarranty : 2 years on product, 4 years on heating element and 7 years",40% off
"Sameer 25 L Storage Water Geyser (Sicuro Glassline, White)","₹5,999","5,999",N/A,#VALUE!,#VALUE!,Storage Geyser25 L5 Years Warranty on Inner Container & 1Year Warranty on Components including On-Site & Off-Site,25% off
"FABER 15 L Storage Water Geyser (FWG JAZZ 15 VWR, Wine Red)","₹6,850","6,850",20 Ratings & 3 Reviews,20,�3 ,"Storage Geyser15 L5 years on tank, 3 years on heating element and 2 years warranty on product",31% off
