air conditioner,,,,,,,
title,price,ac_price,rating,ac_rating,ac_reviews,description,discount
Lloyd 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹45,890","45,890",25 Ratings & 3 Reviews,25 ,�3 ,Annual Power Usage: 571.99 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years on Compressor,N/A
Panasonic 1.5 Ton 3 Star Split Inverter AC  - White,"₹37,350","37,350",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1003.57 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,42% off
Hitachi Ice Clean Frost Wash Technology 2023 Model 1.8 Ton 4 Star Split Inverter Xpandable plus Ambien...,"₹57,999","57,999",63 Ratings & 5 Reviews,63 ,�5 ,"Annual Power Usage: 1096.51 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on Controller (PCB) and 10 Years Warranty on Compressor",39% off
Daikin 2.02 Ton 4 Star Split Inverter AC with PM 2.5 Filter  - White,"₹62,990","62,990",21 Ratings & 0 Reviews,21 ,�0 ,"Annual Power Usage: 1372.85 kWh1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor",27% off
Panasonic 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,"₹41,000","41,000",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 523.98 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Inverter Compressor",25% off
Gazhal 1.5 Ton Split AC  - Off White,"₹33,749","33,749",N/A,#VALUE!,#VALUE!,Room Size: 111 - 150 sqft,19% off
Voltas 1.5 Ton 5 Star Split Inverter AC  - White,"₹43,500","43,500",11 Ratings & 2 Reviews,11 ,�2 ,Annual Power Usage: 735.4 kWhRoom Size: 111 - 150 sqft1 Year on Product and 10 Years on Compressor from Voltas,36% off
Hitachi Ice Clean Frost Wash Technology 2023 Model 1.8 Ton 3 Star Split Inverter Xpandable plus Ambien...,"₹43,999","43,999",63 Ratings & 5 Reviews,63 ,�5 ,"Annual Power Usage: 1251 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on Controller (PCB) and 10 Years Warranty on Compressor",40% off
Whirlpool 1.5 Ton Split Dual Inverter AC  - White,"₹42,500","42,500",3 Ratings & 1 Reviews,3 ,�1 ,Room Size: 111 - 150 sqft,22% off
Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023 Model 1.5 Ton 5 Star Split Inverter ...,"₹41,990","41,990","24,080 Ratings & 2,439 Reviews","24,080 ","�2,439 ","Annual Power Usage: 774.19 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",33% off
Panasonic 2 Ton 3 Star Split Inverter AC  - White,"₹51,400","51,400",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1234.16 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,25% off
LG 2023 Model 1 Ton 5 Star Split Dual Inverter AC with Wi-fi Connect  - White,"₹52,999","52,999",3 Ratings & 0 Reviews,3 ,�0 ,Annual Power Usage: 685.26 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty and 10 Years Compressor Warranty,32% off
Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,"₹39,950","39,950",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1087.62 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,33% off
White Westinghouse (Trademark by Electrolux) 1 Ton 3 Star Split Inverter AC  - White,"₹32,190","32,190",N/A,#VALUE!,#VALUE!,Annual Power Usage: 756.82 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 5 Years on Compressor,43% off
"Hitachi 1 Ton 5 Star Split Inverter AC  - White, Gold","₹54,600","54,600",3 Ratings & 0 Reviews,3 ,�0 ,"Annual Power Usage: 537.82 kWhRoom Size: 90 sqft or Below2 Year on Product, 5 Years on Controller and 10 Years on Compressor",N/A
Blue Star 2 Ton 3 Star Split Inverter AC  - Silver,"₹61,879","61,879",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 1239.63 WRoom Size: 151 - 200 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",22% off
Lloyd 1 Ton 5 Star Split AC with Wi-fi Connect  - White,"₹36,990","36,990",N/A,#VALUE!,#VALUE!,Annual Power Usage: 548.96 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,47% off
Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,"₹47,500","47,500",23 Ratings & 2 Reviews,23 ,�2 ,"Annual Power Usage: 1400 kWhRoom Size: 111 - 150 sqft1 Year on Product, 1 Year on Condenser and 10 Years on Compressor",31% off
iMEE 1.5 Ton 3 Star Split Inverter AC  - White,"₹35,024","35,024",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1835 kWhRoom Size: 111 - 150 sqft1 Year for Indoor Unit and 5 Years for Outdoor Unit,56% off
SAMSUNG 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹37,989","37,989",N/A,#VALUE!,#VALUE!,Annual Power Usage: 977.8 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,26% off
"Haier 7 in 1 Convertible 2 Ton 3 Star Split Inverter with Anti Bacterial Filter, 60 High Ambient Perfo...","₹49,990","49,990","1,538 Ratings & 185 Reviews","1,538 ",�185 ,Annual Power Usage: 1276.55 WRoom Size: 151 - 200 sqft5 Years Warranty on Product and 12 Years Warranty on Compressor,40% off
Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,"₹46,790","46,790",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1435 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years on Compressor,22% off
Gazhal 1 Ton Split Inverter AC  - Off White,"₹35,995","35,995",N/A,#VALUE!,#VALUE!,Room Size: 90 sqft or Below,19% off
Blue Star 1 Ton 3 Star Split Inverter AC  - White,"₹35,600","35,600",13 Ratings & 0 Reviews,13 ,�0 ,Annual Power Usage: 704.42 kWhRoom Size: 90 sqft or Below1 Year on Product and 10 Years on Compressor,31% off
Voltas 1.5 Ton 5 Star Split AC  - White,"₹47,650","47,650",N/A,#VALUE!,#VALUE!,Annual Power Usage: 742.94 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,40% off
iMEE 1.5 Ton 5 Star Split Inverter AC  - White,"₹39,999","39,999",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1360 kWhRoom Size: 111 - 150 sqft1 Year for Indoor Unit and 5 Years for Outdoor Unit,50% off
Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,"₹46,380","46,380",N/A,#VALUE!,#VALUE!,Annual Power Usage: 783.33 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,38% off
Blue Star 1 Ton 3 Star Split Inverter AC  - Grey,"₹34,989","34,989",N/A,#VALUE!,#VALUE!,Annual Power Usage: 705.78 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,32% off
Panasonic 1.5 Ton 3 Star Split AC  - White,"₹41,910","41,910",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1122.45 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years on Compresser,1% off
Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,"₹41,800","41,800",27 Ratings & 1 Reviews,27 ,�1 ,Annual Power Usage: 1115 kWhRoom Size: 111 - 150 sqft1 Year on Product and 10 Years on Compressor from Hitachi,20% off
Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,"₹41,500","41,500",N/A,#VALUE!,#VALUE!,Annual Power Usage: 101.2 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,35% off
"Haier 1.5 Ton 4 Star Split Dual Inverter with Micro Bacterial Filter, 60 High Ambient Performance, 20 ...","₹35,990","35,990","2,879 Ratings & 341 Reviews","2,879 ",�341 ,Annual Power Usage: 913 WRoom Size: 111 - 150 sqft5 Years Warranty on Product and 12 Years Warranty on Compressor,46% off
Lloyd 1.4 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹36,680","36,680",N/A,#VALUE!,#VALUE!,Annual Power Usage: 400 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 10 Years on Compressor,36% off
CARRIER 2 Ton Split AC  - White,"₹57,499","57,499",N/A,#VALUE!,#VALUE!,Room Size: 151 - 200 sqft,17% off
Panasonic 2023 Model 1.5 Ton 4 Star Split Inverter AC  - White,"₹42,450","42,450",N/A,#VALUE!,#VALUE!,Annual Power Usage: 885.4 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,36% off
"Haier 1.5 Ton 3 Star Split Inverter with Turbo Mode, Micro Anti-Bacterial Filter, 54 High Ambient Perf...","₹38,300","38,300",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1045.04 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 6 Years Warranty on Compressor,38% off
Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,"₹36,490","36,490",4 Ratings & 1 Reviews,4 ,�1 ,"Annual Power Usage: 1012.16 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",42% off
Panasonic 1.5 Ton 3 Star Split AC  - White,"₹41,299","41,299",N/A,#VALUE!,#VALUE!,Annual Power Usage: 989.31 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,22% off
Blue Star 1.5 Ton 3 Star Split Inverter AC  - Silver,"₹41,500","41,500",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 1037.96 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",40% off
Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,"₹47,900","47,900",3 Ratings & 0 Reviews,3 ,�0 ,Annual Power Usage: 754.85 kWhRoom Size: 111 - 150 sqft1 Year on Product and 10 Years Warranty on Compressor,38% off
Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,"₹40,800","40,800",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1001.2 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,33% off
Panasonic 1 Ton 3 Star Split Inverter AC  - White,"₹34,999","34,999",N/A,#VALUE!,#VALUE!,Annual Power Usage: 656.44 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor,27% off
Blue Star 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹33,890","33,890","4,053 Ratings & 280 Reviews","4,053 ",�280 ,"Annual Power Usage: 705.78 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",35% off
Hitachi 1.5 Ton Split Inverter AC  - White,"₹48,500","48,500",N/A,#VALUE!,#VALUE!,Room Size: 111 - 150 sqft,32% off
Daikin 1.5 Ton 3 Star Split Inverter AC  - White,"₹37,990","37,990",9 Ratings & 1 Reviews,9 ,�1 ,"Annual Power Usage: 966.47 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC ,5 Years Warranty on PCB, 10 Years Warranty on Compressor",55% off
Godrej 1.5 Ton Split Inverter Expandable AC  - White,"₹33,499","33,499",N/A,#VALUE!,#VALUE!,Room Size: 111 - 150 sqft,27% off
LG 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,"₹78,000","78,000",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 521.2 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",N/A
Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,"₹40,800","40,800",15 Ratings & 1 Reviews,15 ,�1 ,Annual Power Usage: 0 kWhRoom Size: 111 - 150 sqft1 Year on Complete Unit and 5 Years on Compressor,19% off
Hitachi 2023 Model 1 Ton 3 Star Split Inverter AC  - White,"₹36,300","36,300",N/A,#VALUE!,#VALUE!,Annual Power Usage: 669.16 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,34% off
Hitachi 1.5 Ton 5 Star Split Inverter Expandable AC  - White,"₹48,000","48,000",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1540 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,31% off
Godrej 2023 Model 1.5 Ton Split Inverter AC  - White,"₹35,190","35,190",N/A,#VALUE!,#VALUE!,Room Size: 111 - 150 sqft,35% off
CARRIER 1.5 Ton 3 Star Split AC  - White,"₹40,800","40,800",N/A,#VALUE!,#VALUE!,Annual Power Usage: 980 kWhRoom Size: 111 - 150 sqft1 Year on Product and 10 Years on Compressor from Carrier,19% off
Voltas 2023 Model 2 Ton 3 Star Split Inverter AC  - White,"₹53,879","53,879",4 Ratings & 0 Reviews,4 ,�0 ,Annual Power Usage: 1217.79 kWhRoom Size: 151 - 200 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,40% off
Blue Star 1 Ton 5 Star Split Inverter AC  - White,"₹36,990","36,990","15,213 Ratings & 1,501 Reviews","15,213 ","�1,501 ","Annual Power Usage: 517.83 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",41% off
LG 2 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹58,300","58,300",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1220.4 WRoom Size: 151 - 200 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,16% off
Haier 1.5 Ton 3 Star Split Inverter AC  - White,"₹38,790","38,790",N/A,#VALUE!,#VALUE!,Annual Power Usage: 925.24 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,39% off
Blue Star 2 Ton 3 Star Window AC  - White,"₹37,930","37,930",35 Ratings & 2 Reviews,35 ,�2 ,"Annual Power Usage: 1435.97 WRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 5 Years Warranty on Compressor",20% off
Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,"₹40,800","40,800","15,213 Ratings & 1,501 Reviews","15,213 ","�1,501 ",Annual Power Usage: 975.37 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years on Inverter Compressor,30% off
Lloyd 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,"₹36,550","36,550",4 Ratings & 0 Reviews,4 ,�0 ,Annual Power Usage: 533.89 WRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor,36% off
Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,"₹47,800","47,800",10 Ratings & 0 Reviews,10 ,�0 ,Annual Power Usage: 783.33 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,36% off
Blue Star 1.5 Ton 5 Star Split Inverter AC  - White,"₹47,300","47,300",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 774.88 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 5 Years Warranty on Compressor",37% off
Voltas 1 Ton 3 Star Split Inverter AC  - White,"₹30,990","30,990",90 Ratings & 9 Reviews,90 ,�9 ,"Annual Power Usage: 0 kWhRoom Size: 90 sqft or Below1 Year on Product, 1 Year on Condenser and 5 Years on Compressor From Voltas",36% off
CARRIER 2 Ton 3 Star Split AC  - White,"₹54,900","54,900",3 Ratings & 0 Reviews,3 ,�0 ,Annual Power Usage: 1665 kWhRoom Size: 151 - 200 sqft1 Year Comprehensive Warranty on Product and 5 Years on Compressor,27% off
Hitachi 1 Ton 3 Star Split AC  - White,"₹36,300","36,300",4 Ratings & 0 Reviews,4 ,�0 ,"Annual Power Usage: 756.3 kWhRoom Size: 90 sqft or Below1 Year on Product, 1 Year Warranty On Condenser and 5 Years Warranty On Compressor",16% off
Blue Star 1 Ton 3 Star Split Inverter AC  - Silver,"₹31,990","31,990","15,213 Ratings & 1,501 Reviews","15,213 ","�1,501 ","Annual Power Usage: 705.78 WRoom Size: 90 sqft or Below1 Year Warranty on Product, 10 Years Warranty on Inverter Compressor and 5 Years Warranty on PCB",37% off
Lloyd 2023 Model 0.8 Ton 3 Star Split Inverter AC  - White,"₹27,990","27,990","8,657 Ratings & 1,179 Reviews","8,657 ","�1,179 ",Annual Power Usage: 549.06 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,41% off
Daikin 1.5 Ton 5 Star Split Inverter AC  - White,"₹51,516","51,516",49 Ratings & 3 Reviews,49 ,�3 ,Annual Power Usage: 744 kWhRoom Size: 111 - 150 sqft1 Year on Product and 5 Years on Compressor from Daikin,18% off
Voltas 2023 Model 2 Ton 3 Star Split Inverter AC  - White,N/A,#VALUE!,"24,734 Ratings & 2,025 Reviews","24,734 ","�2,025 ",Annual Power Usage: 1220.59 kWhRoom Size: 151 - 200 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,N/A
Voltas 1.5 Ton 3 Star Split Inverter AC  - White,N/A,#VALUE!,40 Ratings & 1 Reviews,40 ,�1 ,Annual Power Usage: 1017.95 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,N/A
CARRIER 1.5 Ton 3 Star Split Inverter AC  - White,N/A,#VALUE!,N/A,#VALUE!,#VALUE!,Annual Power Usage: 1045.04 WRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor,N/A
"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with ...","₹49,990","49,990","40,211 Ratings & 3,623 Reviews","40,211 ","�3,623 ","Annual Power Usage: 685.26 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor with Gas Charging",39% off
LG 2023 Model Super Convertible 5-in-1 Cooling 1.5 Ton 3 Star Split Inverter HD Filter with Anti-Virus...,"₹35,999","35,999","1,775 Ratings & 171 Reviews","1,775 ",�171 ,"Annual Power Usage: 1050.84 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB and 10 Years on Compressor with Gas Charging",47% off
"LG AI+ Convertible 6-in-1 Cooling 2023 Model 1 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with A...","₹70,999","70,999","40,211 Ratings & 3,623 Reviews","40,211 ","�3,623 ","Annual Power Usage: 521.2 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor with Gas Charging",4% off
"SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White, Pastel Blue","₹37,388","37,388","24,230 Ratings & 2,364 Reviews","24,230 ","�2,364 ",Annual Power Usage: 1049.79 kWhRoom Size: 111 - 150 sqft1 Year comprehensive and 10 years on Compressor,18% off
"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter 2 Way Swing, HD Filter with ...","₹54,999","54,999","10,636 Ratings & 1,183 Reviews","10,636 ","�1,183 ","Annual Power Usage: 968.04 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor with Gas Charging",26% off
LG 1.5 Ton 3 Star Split Inverter AC  - White,"₹55,799","55,799","4,293 Ratings & 423 Reviews","4,293 ",�423 ,Annual Power Usage: 2250 kWhRoom Size: 111 - 150 sqft1 Year on Product and 10 Years on Compressor From LG,7% off
"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...","₹26,999","26,999","15,213 Ratings & 1,501 Reviews","15,213 ","�1,501 ","Annual Power Usage: 521.6 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 10 Years Warranty on Compressor and 5 Years Warranty on PCB (Excluding Remote Handset)",36% off
"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with ...","₹51,990","51,990","40,211 Ratings & 3,623 Reviews","40,211 ","�3,623 ","Annual Power Usage: 685.26 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor with Gas Charging",36% off
SAMSUNG Convertible 5-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - W...,"₹76,990","76,990","2,436 Ratings & 205 Reviews","2,436 ",�205 ,Annual Power Usage: 749.48 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,2% off
Voltas 1.5 Ton 4 Star Split Inverter AC  - White,"₹53,591","53,591","24,734 Ratings & 2,025 Reviews","24,734 ","�2,025 ",Annual Power Usage: 945.28 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years on Compressor,27% off
Voltas 1.5 Ton 5 Star Split AC  - White,"₹43,500","43,500","6,553 Ratings & 1,164 Reviews","6,553 ","�1,164 ",Annual Power Usage: 0 kWhRoom Size: 111 - 150 sqft1 Year for Product & 5 Years for Compressor,14% off
SAMSUNG windfree 1 Ton 3 Star Split Inverter AC  - White,"₹50,990","50,990","3,021 Ratings & 238 Reviews","3,021 ",�238 ,"Annual Power Usage: 624.48 kWhRoom Size: 90 sqft or Below1 Year Standard Warranty on Product, 10 Years Warranty on Compressor",N/A
LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Plasmaster (Ionizer) 4 Way S...,"₹50,800","50,800","10,636 Ratings & 1,183 Reviews","10,636 ","�1,183 ","Annual Power Usage: 685.26 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor with Gas Charging",38% off
"LG AI Convertible 6-in-1 Cooling 2023 Model 1 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with An...","₹65,099","65,099","40,211 Ratings & 3,623 Reviews","40,211 ","�3,623 ","Annual Power Usage: 521.2 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor with Gas Charging",7% off
LG 1.5 Ton 5 Star Split Inverter AC  - White,"₹51,300","51,300","10,636 Ratings & 1,183 Reviews","10,636 ","�1,183 ","Annual Power Usage: 818.81 kWhRoom Size: 111 - 150 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor from LG",36% off
IFB 1.5 Ton 5 Star Split Inverter AC  - White,"₹57,640","57,640",22 Ratings & 2 Reviews,22 ,�2 ,"Annual Power Usage: 867.16 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 4 Years Super Warranty (Pay 899 Plus Taxes), 10 Years Warranty on Compressor and 5 Years Warranty on PCB",N/A
CARRIER 1.5 Ton 3 Star Split 2 Way Air Directional control with HD Filter(2023 Model AC  - White,"₹54,990","54,990",135 Ratings & 10 Reviews,135 ,�10 ,Annual Power Usage: 1045.04 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor,21% off
Daikin 2023 Model 1 Ton 5 Star Split Inverter AC with PM 2.5 Filter  - White,"₹37,990","37,990","13,571 Ratings & 1,019 Reviews","13,571 ","�1,019 ","Annual Power Usage: 523.54 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor",31% off
Haier 1 Ton 3 Star Split AC  - White,"₹54,491","54,491",8 Ratings & 0 Reviews,8 ,�0 ,Annual Power Usage: 752.43 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 6 Years on Compressor,N/A
Voltas 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹41,799","41,799",N/A,#VALUE!,#VALUE!,Annual Power Usage: 977.62 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,44% off
Daikin 1.5 Ton 3 Star Split Inverter with PM 2.5 Filter AC with PM 2.5 Filter  - White,"₹41,500","41,500",542 Ratings & 46 Reviews,542 ,�46 ,Annual Power Usage: 1752 kWhRoom Size: 111 - 150 sqft1 Year on Product and 10 Years on Compressor From Daikin,28% off
CARRIER 1.5 Ton 3 Star Split Inverter AC  - White,"₹40,800","40,800",134 Ratings & 8 Reviews,134 ,�8 ,Annual Power Usage: 0 kWhRoom Size: 111 - 150 sqft1 Year on Complete Unit and 10 Years on Compressor,32% off
CARRIER 2023 Model 1.5 Ton 4 Star Split Inverter AC  - White,"₹64,890","64,890","3,535 Ratings & 354 Reviews","3,535 ",�354 ,"Annual Power Usage: 859.34 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",11% off
Voltas 1.5 Ton 3 Star Split Inverter AC  - White,"₹51,990","51,990",N/A,#VALUE!,#VALUE!,Annual Power Usage: 604.19 kWhRoom Size: 111 - 150 sqft1 Year on Product and 5 Years on Compressor from Voltas,N/A
Daikin 1.5 Ton 4 Star Split Inverter AC with PM 2.5 Filter  - White,"₹57,659","57,659",639 Ratings & 65 Reviews,639 ,�65 ,"Annual Power Usage: 966.47 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on PCB (Printed Circuit Board) and 10 Years on Compressor",7% off
SAMSUNG 1.5 Ton 4 Star Split Inverter AC  - White,"₹64,990","64,990",N/A,#VALUE!,#VALUE!,Annual Power Usage: 850.195 kWhRoom Size: 111 - 150 sqft1 Year Standard Warranty on Product and 10 Years Warranty on Compressor,N/A
Daikin 1.5 Ton 3 Star Split AC with PM 2.5 Filter  - White,"₹55,600","55,600",128 Ratings & 2 Reviews,128 ,�2 ,"Annual Power Usage: 1099.44 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years on Condenser, and 5 Years on Compressor",N/A
CARRIER 1.5 Ton 3 Star Split AC  - White,"₹44,999","44,999",4 Ratings & 0 Reviews,4 ,�0 ,Annual Power Usage: 1118 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years on Compressor,28% off
"Haier 1 Ton 3 Star Split Dual Inverter with Micro Bacterial Filter, 60 High Ambient Performance, 20 Mt...","₹30,990","30,990","1,295 Ratings & 129 Reviews","1,295 ",�129 ,Annual Power Usage: 697.66 WRoom Size: 90 sqft or Below5 Years Warranty on Product and 12 Years Warranty on Compressor,46% off
Daikin 1.8 Ton 2 Star Split AC  - White,"₹45,999","45,999",4 Ratings & 0 Reviews,4 ,�0 ,Annual Power Usage: 1357.01 kWhRoom Size: 151 - 200 sqft1 Year Comprehensive Warranty on AC and 5 Years on Compressor,30% off
Daikin 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,"₹40,499","40,499",N/A,#VALUE!,#VALUE!,"Annual Power Usage: 989.31 WRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor",31% off
Voltas 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,"₹43,890","43,890",N/A,#VALUE!,#VALUE!,Annual Power Usage: 1045.71 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor,45% off
